Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
деца <nsubj консумират >obj месо	деца	консумират	месо	1	25.3	ABC	3	консумират
деца <nsubj получават >obj образование	деца	получават	образование	1	25.3	ABC	3	получават
децата <nsubj изпитват >obj напрежение	децата	изпитват	напрежение	1	25.3	ABC	3	изпитват
децата <nsubj открият >obj заглавия	децата	открият	заглавия	1	25.3	ABC	3	открият
децата <nsubj поемат >obj вещества	децата	поемат	вещества	1	25.3	ABC	3	поемат
децата <nsubj получат >obj образование	децата	получат	образование	1	25.3	ABC	3	получат
децата <nsubj ядат >obj храна	децата	ядат	храна	1	25.3	ABC	3	ядат
добавки <nsubj включват >obj консерванти	добавки	включват	консерванти	1	25.3	ABC	3	включват
договори <nsubj включват >obj цена	договори	включват	цена	1	25.3	ABC	3	включват
дрехи <nsubj дадат >obj удобство	дрехи	дадат	удобство	1	25.3	ABC	3	дадат
дърворезбата <nsubj получава >obj живот	дърворезбата	получава	живот	1	25.3	ABC	3	получава
държавата <nsubj запази >obj статута	държавата	запази	статута	1	25.3	ABC	3	запази
държавата <nsubj има >obj потенциал	държавата	има	потенциал	1	25.3	ABC	3	има
държави <nsubj изразяват >obj загриженост	държави	изразяват	загриженост	1	25.3	ABC	3	изразяват
държави <nsubj налагат >obj регулации	държави	налагат	регулации	1	25.3	ABC	3	налагат
ефект <nsubj увеличил >obj съмнения	ефект	увеличил	съмнения	1	25.3	ABC	3	увеличил
жени <nsubj имат >obj възможност	жени	имат	възможност	1	25.3	ABC	3	имат
жени <nsubj имат >obj шанса	жени	имат	шанса	1	25.3	ABC	3	имат
звездите <nsubj имат >obj свойството	звездите	имат	свойството	1	25.3	ABC	3	имат
зодиите <nsubj имат >obj възможността	зодиите	имат	възможността	1	25.3	ABC	3	имат
изборите <nsubj дадат >obj възможност	изборите	дадат	възможност	1	25.3	ABC	3	дадат
изборите <nsubj донесли >obj лица	изборите	донесли	лица	1	25.3	ABC	3	донесли
изложбата <nsubj създаде >obj възможност	изложбата	създаде	възможност	1	25.3	ABC	3	създаде
изследвания <nsubj отбелязват >obj редица	изследвания	отбелязват	редица	1	25.3	ABC	3	отбелязват
имигранти <nsubj причиняват >obj вреда	имигранти	причиняват	вреда	1	25.3	ABC	3	причиняват
инвеститор <nsubj изгуби >obj пари	инвеститор	изгуби	пари	1	25.3	ABC	3	изгуби
инвеститорите <nsubj имат >obj условия	инвеститорите	имат	условия	1	25.3	ABC	3	имат
инициативи <nsubj дадат >obj резултати	инициативи	дадат	резултати	1	25.3	ABC	3	дадат
институциите <nsubj създават >obj възможност	институциите	създават	възможност	1	25.3	ABC	3	създават
интернет <nsubj публикува >obj информация	интернет	публикува	информация	1	25.3	ABC	3	публикува
кадър <nsubj изразява >obj загуба	кадър	изразява	загуба	1	25.3	ABC	3	изразява
камерите <nsubj заснеха >obj момент	камерите	заснеха	момент	1	25.3	ABC	3	заснеха
кампания <nsubj има >obj цел	кампания	има	цел	1	25.3	ABC	3	има
кампания <nsubj направи >obj разлика	кампания	направи	разлика	1	25.3	ABC	3	направи
канал <nsubj има >obj формати	канал	има	формати	1	25.3	ABC	3	има
канал <nsubj предлага >obj репортажи	канал	предлага	репортажи	1	25.3	ABC	3	предлага
канал <nsubj предлага >obj технологии	канал	предлага	технологии	1	25.3	ABC	3	предлага
карането <nsubj донесе >obj разбиране	карането	донесе	разбиране	1	25.3	ABC	3	донесе
картофи <nsubj имат >obj краища	картофи	имат	краища	1	25.3	ABC	3	имат
катедрата <nsubj има >obj значение	катедрата	има	значение	1	25.3	ABC	3	има
колеги <nsubj споделят >obj стая	колеги	споделят	стая	1	25.3	ABC	3	споделят
комисия <nsubj предостави >obj подкрепа	комисия	предостави	подкрепа	1	25.3	ABC	3	предостави
компании <nsubj имат >obj договори	компании	имат	договори	1	25.3	ABC	3	имат
компании <nsubj разбрали >obj проблем	компании	разбрали	проблем	1	25.3	ABC	3	разбрали
компании <nsubj създават >obj места	компании	създават	места	1	25.3	ABC	3	създават
конкурс <nsubj донесе >obj възможността	конкурс	донесе	възможността	1	25.3	ABC	3	донесе
концерта <nsubj дадоха >obj възможност	концерта	дадоха	възможност	1	25.3	ABC	3	дадоха
кралство <nsubj въведе >obj политики	кралство	въведе	политики	1	25.3	ABC	3	въведе
купола <nsubj произвеждат >obj емоции	купола	произвеждат	емоции	1	25.3	ABC	3	произвеждат
курорти <nsubj притежават >obj плажове	курорти	притежават	плажове	1	25.3	ABC	3	притежават
лекари <nsubj препоръчват >obj съвета	лекари	препоръчват	съвета	1	25.3	ABC	3	препоръчват
линейката <nsubj представлява >obj услуга	линейката	представлява	услуга	1	25.3	ABC	3	представлява
любителите <nsubj имаха >obj възможност	любителите	имаха	възможност	1	25.3	ABC	3	имаха
майка <nsubj получат >obj жилище	майка	получат	жилище	1	25.3	ABC	3	получат
майстори <nsubj създавали >obj резби	майстори	създавали	резби	1	25.3	ABC	3	създавали
машините <nsubj заменят >obj работниците	машините	заменят	работниците	1	25.3	ABC	3	заменят
мерки <nsubj правят >obj процес	мерки	правят	процес	1	25.3	ABC	3	правят
месо <nsubj съдържа >obj метали	месо	съдържа	метали	1	25.3	ABC	3	съдържа
министър <nsubj извършвал >obj нарушения	министър	извършвал	нарушения	1	25.3	ABC	3	извършвал
министър-председателят <nsubj посети >obj град	министър-председателят	посети	град	1	25.3	ABC	3	посети
момчета <nsubj заслужават >obj подкрепата	момчета	заслужават	подкрепата	1	25.3	ABC	3	заслужават
мъжът <nsubj има >obj проблеми	мъжът	има	проблеми	1	25.3	ABC	3	има
мярка <nsubj има >obj цел	мярка	има	цел	1	25.3	ABC	3	има
нападателят <nsubj изведе >obj топката	нападателят	изведе	топката	1	25.3	ABC	3	изведе
напрежение <nsubj радва >obj инвеститорите	напрежение	радва	инвеститорите	1	25.3	ABC	3	радва
новини <nsubj зарадват >obj сърцата	новини	зарадват	сърцата	1	25.3	ABC	3	зарадват
образование <nsubj учи >obj децата	образование	учи	децата	1	25.3	ABC	3	учи
одобряването <nsubj подкрепя >obj целите	одобряването	подкрепя	целите	1	25.3	ABC	3	подкрепя
орган <nsubj обявил >obj конфликта	орган	обявил	конфликта	1	25.3	ABC	3	обявил
организации <nsubj вземат >obj мерки	организации	вземат	мерки	1	25.3	ABC	3	вземат
организации <nsubj защитават >obj потребителите	организации	защитават	потребителите	1	25.3	ABC	3	защитават
партията <nsubj получи >obj %	партията	получи	%	1	25.3	ABC	3	получи
певците <nsubj изпълняват >obj песните	певците	изпълняват	песните	1	25.3	ABC	3	изпълняват
показания <nsubj поддържат >obj образа	показания	поддържат	образа	1	25.3	ABC	3	поддържат
посланик <nsubj изрази >obj доверие	посланик	изрази	доверие	1	25.3	ABC	3	изрази
посланик <nsubj предаде >obj заявка	посланик	предаде	заявка	1	25.3	ABC	3	предаде
потребителите <nsubj закупят >obj устройства	потребителите	закупят	устройства	1	25.3	ABC	3	закупят
правителство <nsubj отправи >obj заявката	правителство	отправи	заявката	1	25.3	ABC	3	отправи
правителство <nsubj установи >obj механизми	правителство	установи	механизми	1	25.3	ABC	3	установи
правителството <nsubj взе >obj решение	правителството	взе	решение	1	25.3	ABC	3	взе
правителството <nsubj въведе >obj програми	правителството	въведе	програми	1	25.3	ABC	3	въведе
правителството <nsubj направи >obj реформи	правителството	направи	реформи	1	25.3	ABC	3	направи
правителството <nsubj събере >obj подкрепата	правителството	събере	подкрепата	1	25.3	ABC	3	събере
правомощията <nsubj въвеждат >obj разпоредби	правомощията	въвеждат	разпоредби	1	25.3	ABC	3	въвеждат
предприемачите <nsubj виждат >obj перспективи	предприемачите	виждат	перспективи	1	25.3	ABC	3	виждат
предприемачите <nsubj имат >obj достъп	предприемачите	имат	достъп	1	25.3	ABC	3	имат
представлява >obj секс >nsubj линейката	представлява	секс	линейката	1	25.3	ABC	3	представлява
предци <nsubj строили >obj градове	предци	строили	градове	1	25.3	ABC	3	строили
приложението <nsubj предлага >obj начин	приложението	предлага	начин	1	25.3	ABC	3	предлага
принц <nsubj промени >obj плановете	принц	промени	плановете	1	25.3	ABC	3	промени
проблеми <nsubj станали >obj предизвикателство	проблеми	станали	предизвикателство	1	25.3	ABC	3	станали
програма <nsubj обхваща >obj уебинари	програма	обхваща	уебинари	1	25.3	ABC	3	обхваща
програма <nsubj поставя >obj акцент	програма	поставя	акцент	1	25.3	ABC	3	поставя
произведения <nsubj имат >obj стойност	произведения	имат	стойност	1	25.3	ABC	3	имат
промени <nsubj заобикалят >obj въпрос	промени	заобикалят	въпрос	1	25.3	ABC	3	заобикалят
промяната <nsubj трае >obj време	промяната	трае	време	1	25.3	ABC	3	трае
пътуване <nsubj налага >obj похарчване	пътуване	налага	похарчване	1	25.3	ABC	3	налага
район <nsubj има >obj потенциал	район	има	потенциал	1	25.3	ABC	3	има
район <nsubj обхваща >obj области	район	обхваща	области	1	25.3	ABC	3	обхваща
революции <nsubj формирали >obj начини	революции	формирали	начини	1	25.3	ABC	3	формирали
революция <nsubj има >obj въздействие	революция	има	въздействие	1	25.3	ABC	3	има
революция <nsubj има >obj предизвикателства	революция	има	предизвикателства	1	25.3	ABC	3	има
резервати <nsubj имат >obj роля	резервати	имат	роля	1	25.3	ABC	3	имат
ректор <nsubj отрича >obj твърдения	ректор	отрича	твърдения	1	25.3	ABC	3	отрича
реформи <nsubj подпомогнат >obj финансиране	реформи	подпомогнат	финансиране	1	25.3	ABC	3	подпомогнат
рецепта <nsubj облекчава >obj симптоми	рецепта	облекчава	симптоми	1	25.3	ABC	3	облекчава
рецепта <nsubj прочисти >obj тялото	рецепта	прочисти	тялото	1	25.3	ABC	3	прочисти
роботи <nsubj заменят >obj работниците	роботи	заменят	работниците	1	25.3	ABC	3	заменят
родителите <nsubj обръщат >obj внимание	родителите	обръщат	внимание	1	25.3	ABC	3	обръщат
секс <nsubj представлява >obj услуга	секс	представлява	услуга	1	25.3	ABC	3	представлява
сигурността <nsubj стават >obj грижа	сигурността	стават	грижа	1	25.3	ABC	3	стават
система <nsubj допълни >obj спецификации	система	допълни	спецификации	1	25.3	ABC	3	допълни
случай <nsubj събуди >obj скандал	случай	събуди	скандал	1	25.3	ABC	3	събуди
смартфонът <nsubj има >obj бързина	смартфонът	има	бързина	1	25.3	ABC	3	има
смеси <nsubj съдържат >obj вещества	смеси	съдържат	вещества	1	25.3	ABC	3	съдържат
специалисти <nsubj изграждат >obj инфраструктура	специалисти	изграждат	инфраструктура	1	25.3	ABC	3	изграждат
статии <nsubj създават >obj любопитство	статии	създават	любопитство	1	25.3	ABC	3	създават
статията <nsubj подчертава >obj необходимостта	статията	подчертава	необходимостта	1	25.3	ABC	3	подчертава
стопани <nsubj използват >obj възможностите	стопани	използват	възможностите	1	25.3	ABC	3	използват
страна <nsubj има >obj страни	страна	има	страни	1	25.3	ABC	3	има
страната <nsubj осъществи >obj постижения	страната	осъществи	постижения	1	25.3	ABC	3	осъществи
страни <nsubj обсъдиха >obj възможностите	страни	обсъдиха	възможностите	1	25.3	ABC	3	обсъдиха
страни <nsubj обсъдиха >obj въпроси	страни	обсъдиха	въпроси	1	25.3	ABC	3	обсъдиха
студенти <nsubj изучават >obj подраздели	студенти	изучават	подраздели	1	25.3	ABC	3	изучават
събитията <nsubj поставиха >obj въпроса	събитията	поставиха	въпроса	1	25.3	ABC	3	поставиха
съсредоточеността <nsubj играят >obj роля	съсредоточеността	играят	роля	1	25.3	ABC	3	играят
съюз <nsubj наложи >obj условия	съюз	наложи	условия	1	25.3	ABC	3	наложи
съюз <nsubj подкрепи >obj създаването	съюз	подкрепи	създаването	1	25.3	ABC	3	подкрепи
телефоните <nsubj заграбиха >obj място	телефоните	заграбиха	място	1	25.3	ABC	3	заграбиха
теологията <nsubj има >obj приложения	теологията	има	приложения	1	25.3	ABC	3	има
технологии <nsubj позволяват >obj платформи	технологии	позволяват	платформи	1	25.3	ABC	3	позволяват
течение <nsubj има >obj мощ	течение	има	мощ	1	25.3	ABC	3	има
туристите <nsubj имат >obj възможност	туристите	имат	възможност	1	25.3	ABC	3	имат
туристка <nsubj получи >obj присъда	туристка	получи	присъда	1	25.3	ABC	3	получи
университетите <nsubj поемат >obj отговорност	университетите	поемат	отговорност	1	25.3	ABC	3	поемат
управител <nsubj прие >obj посланик	управител	прие	посланик	1	25.3	ABC	3	прие
усилия <nsubj заличили >obj факта	усилия	заличили	факта	1	25.3	ABC	3	заличили
услуги <nsubj предоставят >obj сигурност	услуги	предоставят	сигурност	1	25.3	ABC	3	предоставят
устройства <nsubj гарантират >obj качеството	устройства	гарантират	качеството	1	25.3	ABC	3	гарантират
устройства <nsubj имат >obj качество	устройства	имат	качество	1	25.3	ABC	3	имат
устройства <nsubj имат >obj програми	устройства	имат	програми	1	25.3	ABC	3	имат
устройства <nsubj станали >obj част	устройства	станали	част	1	25.3	ABC	3	станали
участниците <nsubj имат >obj концентрация	участниците	имат	концентрация	1	25.3	ABC	3	имат
учителка <nsubj взриви >obj медиите	учителка	взриви	медиите	1	25.3	ABC	3	взриви
учителката <nsubj използва >obj копър	учителката	използва	копър	1	25.3	ABC	3	използва
фактор <nsubj оказва >obj натиск	фактор	оказва	натиск	1	25.3	ABC	3	оказва
фактори <nsubj замърсяват >obj тялото	фактори	замърсяват	тялото	1	25.3	ABC	3	замърсяват
фалшификатите <nsubj имат >obj батерия	фалшификатите	имат	батерия	1	25.3	ABC	3	имат
фирмите <nsubj дават >obj шанс	фирмите	дават	шанс	1	25.3	ABC	3	дават
фирмите <nsubj получавали >obj заеми	фирмите	получавали	заеми	1	25.3	ABC	3	получавали
форма <nsubj имат >obj корените	форма	имат	корените	1	25.3	ABC	3	имат
характеристики <nsubj придават >obj репутация	характеристики	придават	репутация	1	25.3	ABC	3	придават
хора <nsubj изразиха >obj загриженост	хора	изразиха	загриженост	1	25.3	ABC	3	изразиха
хората <nsubj имат >obj вероятност	хората	имат	вероятност	1	25.3	ABC	3	имат
хората <nsubj споделят >obj идеи	хората	споделят	идеи	1	25.3	ABC	3	споделят
хората <nsubj търсят >obj работа	хората	търсят	работа	1	25.3	ABC	3	търсят
храна <nsubj включва >obj добавки	храна	включва	добавки	1	25.3	ABC	3	включва
цветето <nsubj разкрива >obj послание	цветето	разкрива	послание	1	25.3	ABC	3	разкрива
чай <nsubj имал >obj имена	чай	имал	имена	1	25.3	ABC	3	имал
част <nsubj приемат >obj услуги	част	приемат	услуги	1	25.3	ABC	3	приемат
