Word Order,Frequency_SSJ,Example_Sentence_SSJ,Frequency_SST,Example_Sentence_SST
OSVSSVO,0.0,0,1.0,hkrati mi je bilo pa zanimivo e tudi e pri- eee prikaz e borbe za oblast ki je tipična tudi za realnost in tudi v tej borbi za oblast za moč za vladanje se je kazalo e to da nekdo ki ima izrazita moralna načela
OSVSV,1.0,"Novico , da se bodo olimpijske igre ponovno odvijale v Grčiji , so grška javnost , mediji in kraljeva družina dobro sprejeli .",0.0,0
OSVSVOVSVOV,1.0,"Šele ko ga je grofica Matilda prepričala , da bo Henrik umrl , če ga pusti pred zidovjem samo še minuto , se je Gregor odločil , da ga sprejme .",0.0,0
OSVSVVO,1.0,"Administrativnemu diskurzu je diskurz prava podoben tudi po visoki stopnji formalizacije na strani jezikovne izjave , čeprav se od nje do neke mere razlikuje po tem , da se - pogosteje kot v domeni administracije - njegova komunikacijska dejanja odvijajo v živi besedi ( v pravdah , na primer ) , čeprav praviloma zadobivajo tudi svojo pisano obliko .",0.0,0
OSVSVVSV,1.0,"jeza , "" nam ta misel omogoča , da se jeza ohladi in da potem ugotovimo , kaj je v resnici problem in kako bomo ustrezno ravnali .",0.0,0
OSVSVVVOVVOOVOVO,0.0,0,1.0,in nas to zelo zelo jezi ker pa me vemo da smo sposobne a ne in dejansko tudi smo ampak si samo želimo da bi nas poslušali slišali da nam je težko nas razumeli in nam po- s tem pomagali a ne nič ne
OSVV,15.0,"Ko me je pošast zagledala , je zdrvela proti meni .",7.0,ne če si jih ženske dajejo ne se tako pol počutijo
OSVVO,7.0,"Na enem od sestankov jim je ministrica za gospodarstvo dr. Tea Petrin dejala , naj kar sami poiščejo vlagatelja za novo tovarno .",1.0,in zdaj če bi to en slikar v roke vzel ne pa bi najprej naredil [name:personal] [name:surname]
OSVVOO,1.0,"Znanstvenike njihova božanska radovednost in neustavljivi entuziazem zaslepita do te mere , da praviloma niti ne uvidijo možnih negativnih posledic svojega dela , prav tako pa jim nikoli v zgodovini ni",0.0,0
OSVVOOV,1.0,"To člani komisije vedo , da sem dajal vrsto nekih amandmajev v neki fazi , kot smo to imenovali in so bili tudi v dokajšnji meri sprejeti in tako naprej .",0.0,0
OSVVOOVO,1.0,"Vrhunec uspešnosti je Christopher Skase dosegel v 80. letih , ko si je prislužil velikansko bogastvo in si lahko privoščil prav vse .",0.0,0
OSVVOSVVV,0.0,0,1.0,saj so ga policaji d- eee vprašali kje dobi to kje se to dobi pa pravi da ima na internet
OSVVOVO,1.0,"zanimivo in zlasti manj sprejemljivo , saj se je mesto v zadnjem desetletju dobesedno obdalo s trgovskimi središči in tako uničilo trgovsko življenje v starem mestnem jedru in zadušilo vse manjše trgovce .",0.0,0
OSVVOVOOV,1.0,"korist tistim podjetjem , ki so sama , ne glede na to , da bi jih kdo prisiljeval , že začela investicije in so vložila precejšnja sredstva za odstranjevanje lastnih odpadkov , ki jih najbolje poznajo .",0.0,0
OSVVOVOOVO,1.0,"Poročilo je glavni inšpektor za anatomijo Jeremy Metters predstavil po dveletni raziskavi , s katero je ugotovil , da so med leti 1970 in 2000 brez dovoljenja svojcev v raziskovalne namene skoraj 100.000 ljudem odstranili možgane in jih predali univerzam in raziskovalnim inštitutom .",0.0,0
OSVVOVS,0.0,0,1.0,pa te smo mi to ne znali kaj to ginazium ka v gimnazium hodi pa te smo to dolgo ne znali te oča so
OSVVS,4.0,"Marijan Schiffrer , poslanec SKD in predsednik parlamentarne komisije za odnose s Slovenci v zamejstvu in po svetu , v časniku Parlamentarec o tem , kaj naj bi država ponudila oziroma dobila od zamejcev in Slovencev po svetu : "" Zamejci bodo naš ključni",2.0,na speščeni prod jezikovne raznolikosti v sedanji dobi odločno opozarja da je možnosti več
OSVVSOV,1.0,"Če jih institucija sili v hipokrizijo , je razlog navadno v tem , da institucionalnih zahtev ni mogoče izpolniti .",0.0,0
OSVVSOVVO,1.0,"Vendar v mojem vprašanju in v mojem predlogu sklepa , ki ga gospod Školč ni niti prebral ali je menil , da ni potrebno , so to druge službe , ki vas pa redno obveščajo o vseh teh dogajanjih in tudi o TAM-u in predvsem o TAM-u , o velikih gospodarskih subjektih in dobite mesečna in trimesečna in letna poročila - ste",0.0,0
OSVVSS,1.0,"Tam so nam Slovenci ušli in ker je bilo to ravno ob koncu tekme , je bilo naših upov",0.0,0
OSVVSV,3.0,"Zato ga nič ne more prav zadovoljiti in nič povsem zasužnjiti , kajti večji je od vsega .",1.0,ampak [name:personal] kako ji vi podarite če ste prej rekli da žena kupuje
OSVVSVO,1.0,"Tudi če bi jima to uspelo , bi se soočili z naslednjo težavo : krvne žile , ki povezujejo srce z drugimi organi , se ne bi",0.0,0
OSVVV,3.0,"Sicer nama to ni bilo všeč , vendar sva morala preživeti .",0.0,0
OSVVVOV,2.0,"Ker pa se mu folkloristi niso želeli odpovedati , so se odločili , da se bodo predstavili kot gojenci kazensko - poboljševalnega doma .",0.0,0
OSVVVSVOVS,1.0,"Čeprav nas žarki sonca ne bodo mogli ogreti , bo že njegova svetloba dovolj , da bomo pozabili na sivino , ki nas čaka , in tudi pogled na svet okoli nas bo veliko lepši .",0.0,0
OSVVVV,2.0,"Če dandanes tega nihče več noče priznati , potem je to zaradi sramu , ki preprečuje , da bi govorili o neuspehu .",0.0,0
OSVVVVO,1.0,"Če pa vam raziskovalni duh ne da posedati v sobi , se lahko podate po nakupih v bližnji največji pariški nakupovalni center Galeries Lafayette in v Printemps ali pa si v hotelski restavraciji privoščite najboljše specialitete francoske , italijanske , kitajske , tajske ali japonske kuhinje .",0.0,0
OV,374.0,Tega se sploh nisem zavedel .,241.0,in kaj mislite kako kako se
OVO,81.0,» V avtomobilski industriji se naključju ne prepušča nič .,23.0,ja in pol ga ko ga slišim ko ga
OVOO,7.0,"Na mesec so mu plačali 735 evrov , polovico je",2.0,kaj finega boš eee pojedel v kruharni Izola lep dan ti
OVOOS,1.0,"V enem od poskusov so prostovoljce v različnih temperaturnih razmerah izpostavili verbalnemu nasilju , raziskovalce pa so lahko preiskovanci",0.0,0
OVOOSO,0.0,0,1.0,pa ti bo vleklo ono v nos noter ti bo pa še ona zobke
OVOOSV,1.0,"Radi bi jim omogočili globlje razumevanje branega / videnega pa tudi uprizoritveno nadgrajevanje , ki si ga mnogi tako želijo .",0.0,0
OVOOSVOVV,1.0,"V pomoč nežnejšemu spolu pri odkrivanju skrivnosti moškega spola vam danes ponujamo seznam osmih moških navad , ki se jim močnejši spol praviloma ni pripravljen odreči ali jih spremeniti , marveč vztraja pri njih z nonšalatnimi izgovori , argumenti in opravičili .",0.0,0
OVOOSVV,2.0,"Toda če si zlomim vrat , ga boš ti , Buzzetti , moral naravnati .",0.0,0
OVOOSVVO,0.0,0,1.0,e z željo da nam daste nasvet kako eem kaj lahko skupnost bolnikov naredi da tukaj vendarle naredimo kakšen korak naprej
OVOOV,8.0,Žrtvi so zvezali zapestja na hrbtu in jo privezali na škripec .,0.0,0
OVOOVO,2.0,Tako naj bi trem hčeram siromašnega očeta ponoči skozi okno porinil tri kepe zlata in jim tako priskrbel potrebno doto .,0.0,0
OVOOVV,2.0,Ponižnemu razodeva svoje skrivnosti in ga ljubeče k sebi vleče in vabi .,1.0,in da te včasih prav kaj šokira kaj kaj ti reče recimo
OVOOVVO,1.0,Pet enot so namenili invalidom in jih temu primerno tudi opremili ter omogočili dostop na vozičkih .,0.0,0
OVOOVVOO,1.0,"Če lahko politiki očitamo pomanjkanje občutka za demokratično kulturo , ker je policijo opomnila , naj poišče svoja globoka grla , pa lahko policiji",0.0,0
OVOS,9.0,"Kaj bo Ircem državljanstvo v državi NSK , in to prav zdaj ?",1.0,lahko si jo ogledamo ali od znotraj ali pa tudi samo od zunaj ker jaz navadno
OVOSV,5.0,"Najbrž mi ne bo treba , saj sta jih Hartliebova gotovo že prečesala .",0.0,0
OVOSVO,1.0,"» Pomoči prve vrste ne potrebujemo , saj nas vsi tovrstni ' humanitarci ' še vedno uvrščajo v Jugoslavijo , zato smo pomoči deležni kot del nekdanje Jugoslavije ,",0.0,0
OVOSVOO,1.0,"In zaradi nekega razloga , ki ga še ni povsem dojela , ji je obisk pri Bonnie , če kaj , le še povečal ta občutek , nikakor pa ga ni",0.0,0
OVOSVOVOSVV,1.0,"Naj se vam ne bo težko povzpeti na kako bližnjo manjšo vzpetino in če vas prijatelj ali prijateljica povabita na kolesarski izlet , mu ( ji ) nikar ne dajte košarice , če pa košarica že mora biti , naj bo",0.0,0
OVOSVS,1.0,"jabolka , ki jih na podobah nosi s seboj in so pravzaprav tri kepe zlata , le da jih je ljudska domišljija spremenila po svoje ; rdeča jabolka",0.0,0
OVOSVVO,1.0,"Dokler vino pijemo v zmernih količinah , na primer kozarček na dan po obroku , nas vino res krepi , ko pa prestopimo mejo zmernega uživanja ,",0.0,0
OVOV,35.0,"Skoraj vse kadre , strokovnjake smo v primerjavi s konkurenco , ki je kupovala integratorje , vzgojili sami .",22.0,zakaj bi vse naredili v kamnu pa potem na kamen gor z neko stopnico še nek les eee oblikovati ne
OVOVO,14.0,Enega je vložil v pištolo in jo nameril taksistu v glavo .,1.0,če mene vprašate vam povem svojo lastno oceno ja
OVOVOOVO,1.0,"Nekoč je natakarja nahrulila z besedami , da naj ji takoj prinese kakšno krepko pijačo in da naj enako pijačo prinese še njenim prijateljem .",0.0,0
OVOVOOVOVO,1.0,"Od nekdaj ga je zanimalo , kako si v življenju organiziraš tisto , kar si želiš , in si sam , neodvisno od drugih , krojiš usodo .",0.0,0
OVOVOOVOVOV,1.0,"vnaprej in ne pozneje , toda ne , da bi zadevo ustavile , temveč nasprotno , da ji dajo prijazen videz in mu s tem omogočijo dobiček brez tveganja ; vendar še vedno pod grožnjo , če bi prekršil sporazum in ukrepal na svojo pest .",1.0,namreč vsakič ko je ko jo nahruli ji potem pošlje še neki mail da v bistvu to dela samo zato ker jo testira in zato da jo bo izuril v nekaj boljšega lepšega
OVOVOOVS,1.0,"Vendar mi liže sol z dlani kot udomačen srnjak in požira me z velikimi vlažnimi očmi in mi pripoveduje oh Jana , če bi bila jaz tâk",0.0,0
OVOVOSVO,0.0,0,1.0,in eee danes je tudi čas za to da vas pozdravimo da vam zaželimo srečno in zdravo to sredo in še en kratek vicek preden [name:personal] m- pove svoje o cestah in vremenu
OVOVOSVOOOV,1.0,"Če pa jih ne poznate , naj vam dajo te podatke tiste službe , ki poročajo to Vladi in ki podatke imajo .",0.0,0
OVOVOSVSOSVSVV,1.0,"To počnem še danes , saj se mi vedno znova primeri , da me kdo iz časopisne redakcije povpraša na primer , kakšna je časovna razlika med Madridom in Ljubljano ali pa , kot me je nekdo z več kot srednješolsko izobrazbo pred leti vprašal , kakšen letni čas je tam v Sloveniji , prepričan , da sem na drugi polobli .",0.0,0
OVOVOSVVOOV,1.0,"Kadar si umivate lase , pazite , da vam voda ne zaide v ušesa , zato v vsako uho vtaknite kosem vate , namočene v vazelin , ki jo potem odstranite .",0.0,0
OVOVOV,1.0,"Vabe nanizamo na ribiško vrvico po 20 do 25 kom in jih na obeh koncih pritrdimo na paličice , ki jih potisnemo v tla .",4.0,najslabše na ta način da ga postaviš v neko otroško vlogo in ga mu žugaš bodisi s palico ali pa ga nagrajuješ s korenčkom
OVOVOVO,2.0,"Takrat sem noge malomarno dvignil in jih položil na naslonjalo stola pred sabo , čeprav tega nisem nikoli počel , vedno mi je",1.0,ja samo če si moraš še planinske šolje vzeti pa vetrovko pa še nekaj jesti pa nekaj pijačo dobro pijačo vodo še si
OVOVOVOSVOVO,1.0,"Tej edinstveni sestavi , ki izboljša čvrstost kože , vidno zmehča starostne in mimične gube ter zmanjša temne kolobarje pod očmi , so dodani še optični difuzerji , ki takoj po nanosu osvetlijo kožo okoli oči in zakrijejo nepravilnosti na njej .",0.0,0
OVOVOVS,1.0,"Vozniku , ki je uspešno opravil seminar o varnosti cestnega prometa , o čemer morajo senat za prekrške obvestiti vodje seminarjev , bodo od skupnega števila kazenskih točk",0.0,0
OVOVOVVOOV,1.0,"Če nam lahko odgovorite v tem zboru , zakaj tega niste dobili , ali pa eventualno , zakaj tega niste zahtevali , ali pa , če imate odgovor , zakaj tega niste dobili .",0.0,0
OVOVS,15.0,"Boja bom našla , še preden ga v tem obupnem kraju pobere pljučnica ali tuberkuloza .",4.0,njih je jasno potrebno pripeti kljub temu da statistika da jih je samo sedemdeset eem kakšna bila statistika od sedem pripetih
OVOVSO,1.0,"* Če ste si poškodovali koleno , priporočajo zdravniki t. i. program PLOD ( počitek , led , obveza in dvig ) (",0.0,0
OVOVSS,1.0,"Poleg tega se mu zdi nenavadno , da je v gori podatkov , ki jih bodo zbirali popisovalci , edino vprašanje vere posebej kvalificirano .",0.0,0
OVOVSSVSV,0.0,0,1.0,eee da b- in dodatno nih- nobenemu ni dala dopusta tako da so one to vse i [name:personal] je delala celi dan in [name:personal] so delale celi dan
OVOVSSVV,1.0,"Najraje bi jim vsem padel krog vratu in jih blagoslovil ; ampak tok je bil ravno tam premočan , da bi bilo to mogoče , zato sem se moral zadovoljiti samo s hladnimi besedami hvaležnosti .",0.0,0
OVOVSV,1.0,"» Če ga bomo čakali , pa nam grozi nevarnost , da umremo od lakote ! « je",0.0,0
OVOVSVO,0.0,0,1.0,eee to bi te bilo vse ven pobrati samo jaz sem to ne imela toliko časa
OVOVSVOVVO,0.0,0,1.0,več energije pa meni se zdi da se ti res spremeni ta način kako gledaš na svet in na na ljudi okoli sebe na živali in se mi zdi da tudi vidiš hitreje neko izkoriščanje v taki ali pa drugačni obliki
OVOVV,8.0,"Klinov , ki bi kazali nadaljevanje smeri , ni videti nikjer .",0.0,0
OVOVVO,6.0,"Na letališču so mi namreč ukradli denarnico , medtem ko sem čakala , da so iskali mojo prtljago …",0.0,0
OVOVVOOV,0.0,0,2.0,ta hip pa temu prav gotovo ni tako eee in najmanj kar pričakujemo pričakujemo enostavno dejstvo da se otroka njihove potrebe e e e njegove potrebe njegovo specifiko postavi v ospredje politik
