Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
слова <obj передает >nsubj корреспондент	слова	передает	корреспондент	2	3.5	ABC	3	передает
суд <nsubj предъявил >obj обвинения	суд	предъявил	обвинения	2	3.5	ABC	3	предъявил
суд <nsubj рассмотрит >obj дело	суд	рассмотрит	дело	2	3.5	ABC	3	рассмотрит
суд <nsubj сократил >obj срок	суд	сократил	срок	2	3.5	ABC	3	сократил
экипаж <nsubj занял >obj место	экипаж	занял	место	2	3.5	ABC	3	занял
. Министерств <nsubj о обосновывае >obj т необходимост	. Министерств	о обосновывае	т необходимост	1	1.7	ABC	3	о обосновывае
Cо-основатель <nsubj прокомментировал >obj анонс	Cо-основатель	прокомментировал	анонс	1	1.7	ABC	3	прокомментировал
INTERFAX.RU <nsubj скорректировал >obj предложение	INTERFAX.RU	скорректировал	предложение	1	1.7	ABC	3	скорректировал
Mail.ru <nsubj ведет >obj переговоры	Mail.ru	ведет	переговоры	1	1.7	ABC	3	ведет
Mr. <nsubj прислал >obj письмо	Mr.	прислал	письмо	1	1.7	ABC	3	прислал
c0mrade <nsubj взломал >obj сеть	c0mrade	взломал	сеть	1	1.7	ABC	3	взломал
cуд <nsubj огласил >obj заключение	cуд	огласил	заключение	1	1.7	ABC	3	огласил
donner >obj coup >nsubj id=	donner	coup	id=	1	1.7	ABC	3	donner
n <nsubj выпускает >obj продукцию	n	выпускает	продукцию	1	1.7	ABC	3	выпускает
n <nsubj изложил >obj инициативу	n	изложил	инициативу	1	1.7	ABC	3	изложил
n-n <nsubj подтвердил >obj переговоры	n-n	подтвердил	переговоры	1	1.7	ABC	3	подтвердил
nSEC <nsubj вознаграждает >obj информаторов	nSEC	вознаграждает	информаторов	1	1.7	ABC	3	вознаграждает
nTelegram <nsubj опубликовал >obj сообщение	nTelegram	опубликовал	сообщение	1	1.7	ABC	3	опубликовал
nnАртисты <nsubj получили >obj приз	nnАртисты	получили	приз	1	1.7	ABC	3	получили
nnЭксплуатацию <obj приостановил >nsubj перевозчик	nnЭксплуатацию	приостановил	перевозчик	1	1.7	ABC	3	приостановил
nВице-премьер <nsubj подвергла >obj идею	nВице-премьер	подвергла	идею	1	1.7	ABC	3	подвергла
nВкладчики <nsubj имеют >obj право	nВкладчики	имеют	право	1	1.7	ABC	3	имеют
nИгроки <nsubj покидали >obj сбор	nИгроки	покидали	сбор	1	1.7	ABC	3	покидали
nИздание <nsubj приводит >obj цитату	nИздание	приводит	цитату	1	1.7	ABC	3	приводит
nКонцепцию <obj команда <nsubj представила	nКонцепцию	команда	представила	1	1.7	ABC	3	представила
nМОК <nsubj допускает >obj визит	nМОК	допускает	визит	1	1.7	ABC	3	допускает
nМир <nsubj смотрит >obj чемпионат	nМир	смотрит	чемпионат	1	1.7	ABC	3	смотрит
nОрганизаторы <nsubj приняли >obj решение	nОрганизаторы	приняли	решение	1	1.7	ABC	3	приняли
nПрезидент <nsubj направил >obj поздравление	nПрезидент	направил	поздравление	1	1.7	ABC	3	направил
nПрезидент <nsubj покинул >obj полуостров	nПрезидент	покинул	полуостров	1	1.7	ABC	3	покинул
nПресс-секретарь <nsubj выразил >obj уверенность	nПресс-секретарь	выразил	уверенность	1	1.7	ABC	3	выразил
nПресс-служба <nsubj разместила >obj фотографию	nПресс-служба	разместила	фотографию	1	1.7	ABC	3	разместила
nПретензии <obj высказал >nsubj представитель	nПретензии	высказал	представитель	1	1.7	ABC	3	высказал
nПриглашение <obj президент <nsubj сделал	nПриглашение	президент	сделал	1	1.7	ABC	3	сделал
nПрокуратура <nsubj изъяла >obj документы	nПрокуратура	изъяла	документы	1	1.7	ABC	3	изъяла
nПхеньян <nsubj призвал >obj страны	nПхеньян	призвал	страны	1	1.7	ABC	3	призвал
nРоссияне <nsubj проведут >obj встречи	nРоссияне	проведут	встречи	1	1.7	ABC	3	проведут
nСеспедес <nsubj принес >obj извинения	nСеспедес	принес	извинения	1	1.7	ABC	3	принес
nСистема <nsubj обеспечивает >obj вызов	nСистема	обеспечивает	вызов	1	1.7	ABC	3	обеспечивает
nСотрудники <nsubj обеспечивают >obj безопасность	nСотрудники	обеспечивают	безопасность	1	1.7	ABC	3	обеспечивают
nСписок <obj пополнили >nsubj коллектив	nСписок	пополнили	коллектив	1	1.7	ABC	3	пополнили
nТрамп <nsubj отвергали >obj подозрения	nТрамп	отвергали	подозрения	1	1.7	ABC	3	отвергали
nУчастники <nsubj обсуждают >obj вопросы	nУчастники	обсуждают	вопросы	1	1.7	ABC	3	обсуждают
nФинн <nsubj захватил >obj лидерство	nФинн	захватил	лидерство	1	1.7	ABC	3	захватил
nЦСКА <nsubj занимает >obj место	nЦСКА	занимает	место	1	1.7	ABC	3	занимает
nэксперты <nsubj выявили >obj хищение	nэксперты	выявили	хищение	1	1.7	ABC	3	выявили
АН <nsubj отказ <obj сообщил	АН	отказ	сообщил	1	1.7	ABC	3	сообщил
АО <nsubj начало >obj деятельность	АО	начало	деятельность	1	1.7	ABC	3	начало
Авиакатастрофа <nsubj унесла >obj жизни	Авиакатастрофа	унесла	жизни	1	1.7	ABC	3	унесла
Авиакомпания <nsubj подтвердила >obj обнаружение	Авиакомпания	подтвердила	обнаружение	1	1.7	ABC	3	подтвердила
Авиакомпания <nsubj приняла >obj решение	Авиакомпания	приняла	решение	1	1.7	ABC	3	приняла
АвтоВАЗ <nsubj отправил >obj партию	АвтоВАЗ	отправил	партию	1	1.7	ABC	3	отправил
Автодор <nsubj перечислял >obj авансы	Автодор	перечислял	авансы	1	1.7	ABC	3	перечислял
Автодор <nsubj предоставил >obj платежи	Автодор	предоставил	платежи	1	1.7	ABC	3	предоставил
Автомашину <obj расстреляли >nsubj лица	Автомашину	расстреляли	лица	1	1.7	ABC	3	расстреляли
Автор <nsubj видит >obj текст	Автор	видит	текст	1	1.7	ABC	3	видит
Авторов <obj интересовали >nsubj струи	Авторов	интересовали	струи	1	1.7	ABC	3	интересовали
Авторы <nsubj делают >obj вывод	Авторы	делают	вывод	1	1.7	ABC	3	делают
Авторы <nsubj назвали >obj отряд	Авторы	назвали	отряд	1	1.7	ABC	3	назвали
Авторы <nsubj описали >obj вариант	Авторы	описали	вариант	1	1.7	ABC	3	описали
Авторы <nsubj отмечают >obj характер	Авторы	отмечают	характер	1	1.7	ABC	3	отмечают
Авторы <nsubj проанализировали >obj данные	Авторы	проанализировали	данные	1	1.7	ABC	3	проанализировали
Авторы <nsubj сравнили >obj действия	Авторы	сравнили	действия	1	1.7	ABC	3	сравнили
Авторы <nsubj ставили >obj цель	Авторы	ставили	цель	1	1.7	ABC	3	ставили
Агентство <nsubj обратило >obj внимание	Агентство	обратило	внимание	1	1.7	ABC	3	обратило
Агентство <nsubj распространило >obj заявление	Агентство	распространило	заявление	1	1.7	ABC	3	распространило
Адвокат <nsubj представила >obj доклад	Адвокат	представила	доклад	1	1.7	ABC	3	представила
Адвокаты <nsubj опротестовали >obj действия	Адвокаты	опротестовали	действия	1	1.7	ABC	3	опротестовали
Адвокаты <nsubj отправили >obj запрос	Адвокаты	отправили	запрос	1	1.7	ABC	3	отправили
Адвокаты <nsubj подали >obj ходатайство	Адвокаты	подали	ходатайство	1	1.7	ABC	3	подали
Адвокаты <nsubj попросили >obj суд	Адвокаты	попросили	суд	1	1.7	ABC	3	попросили
Администрация <nsubj выразила >obj недовольство	Администрация	выразила	недовольство	1	1.7	ABC	3	выразила
Аза <nsubj принесли >obj одеяла	Аза	принесли	одеяла	1	1.7	ABC	3	принесли
Академія <nsubj прибила >obj доску	Академія	прибила	доску	1	1.7	ABC	3	прибила
Актер <nsubj призвал >obj власти	Актер	призвал	власти	1	1.7	ABC	3	призвал
Акции <nsubj испытали >obj падение	Акции	испытали	падение	1	1.7	ABC	3	испытали
Алла <nsubj взяла >obj бразды	Алла	взяла	бразды	1	1.7	ABC	3	взяла
Альянс <nsubj проводит >obj бомбардировки	Альянс	проводит	бомбардировки	1	1.7	ABC	3	проводит
Американец <nsubj установил >obj камеру	Американец	установил	камеру	1	1.7	ABC	3	установил
Американка <nsubj опубликовала >obj видео	Американка	опубликовала	видео	1	1.7	ABC	3	опубликовала
Американцы <nsubj активизируют >obj работу	Американцы	активизируют	работу	1	1.7	ABC	3	активизируют
Американцы <nsubj выдвигали >obj ультиматум	Американцы	выдвигали	ультиматум	1	1.7	ABC	3	выдвигали
Аналитики <nsubj прогнозировали >obj повышение	Аналитики	прогнозировали	повышение	1	1.7	ABC	3	прогнозировали
Аналитики <nsubj прогнозировали >obj сокращение	Аналитики	прогнозировали	сокращение	1	1.7	ABC	3	прогнозировали
Англичане <nsubj мотивировали >obj решение	Англичане	мотивировали	решение	1	1.7	ABC	3	мотивировали
Анестезиологи <nsubj перечислили >obj фразы	Анестезиологи	перечислили	фразы	1	1.7	ABC	3	перечислили
Апелляцию <obj спортсмены <nsubj считают	Апелляцию	спортсмены	считают	1	1.7	ABC	3	считают
Аппарат <nsubj исследовал >obj облака	Аппарат	исследовал	облака	1	1.7	ABC	3	исследовал
Арбитр <nsubj подтверждал >obj информацию	Арбитр	подтверждал	информацию	1	1.7	ABC	3	подтверждал
Армия <nsubj проводить >obj спецоперацию	Армия	проводить	спецоперацию	1	1.7	ABC	3	проводить
Ассоциация <nsubj подтверждает >obj позицию	Ассоциация	подтверждает	позицию	1	1.7	ABC	3	подтверждает
Астрономы <nsubj зафиксировали >obj радиосигналы	Астрономы	зафиксировали	радиосигналы	1	1.7	ABC	3	зафиксировали
Астрономы <nsubj обнаружили >obj дыру	Астрономы	обнаружили	дыру	1	1.7	ABC	3	обнаружили
Астрофизики <nsubj получили >obj изображения	Астрофизики	получили	изображения	1	1.7	ABC	3	получили
Атланта <nsubj одержала >obj победу	Атланта	одержала	победу	1	1.7	ABC	3	одержала
Ахмат <nsubj открыл >obj счет	Ахмат	открыл	счет	1	1.7	ABC	3	открыл
Бабосюк <obj встречали >nsubj родственники	Бабосюк	встречали	родственники	1	1.7	ABC	3	встречали
Бабы <nsubj хватают >obj детей	Бабы	хватают	детей	1	1.7	ABC	3	хватают
Бакст <nsubj вызывал >obj гримасу	Бакст	вызывал	гримасу	1	1.7	ABC	3	вызывал
Балоночкин <nsubj берёт >obj карабин	Балоночкин	берёт	карабин	1	1.7	ABC	3	берёт
Банк <nsubj принял >obj решение	Банк	принял	решение	1	1.7	ABC	3	принял
Банк <nsubj продал >obj активы	Банк	продал	активы	1	1.7	ABC	3	продал
Банк <nsubj уделяет >obj внимание	Банк	уделяет	внимание	1	1.7	ABC	3	уделяет
Банки <nsubj получают >obj деньги	Банки	получают	деньги	1	1.7	ABC	3	получают
Баптист <nsubj получил >obj литературу	Баптист	получил	литературу	1	1.7	ABC	3	получил
Батюшка <nsubj привел >obj барышню	Батюшка	привел	барышню	1	1.7	ABC	3	привел
Беженцы <nsubj пересекают >obj море	Беженцы	пересекают	море	1	1.7	ABC	3	пересекают
Беспорядки <nsubj получили >obj огласку	Беспорядки	получили	огласку	1	1.7	ABC	3	получили
Би-би-си <nsubj комментировало >obj речь	Би-би-си	комментировало	речь	1	1.7	ABC	3	комментировало
Би-би-си <nsubj отметила >obj важность	Би-би-си	отметила	важность	1	1.7	ABC	3	отметила
Бизнесмен <nsubj подал >obj иск	Бизнесмен	подал	иск	1	1.7	ABC	3	подал
Биологи <nsubj изучили >obj динамику	Биологи	изучили	динамику	1	1.7	ABC	3	изучили
Блокировка <nsubj выключает >obj гидротраснформатор	Блокировка	выключает	гидротраснформатор	1	1.7	ABC	3	выключает
Блокировка <nsubj представляет >obj муфту	Блокировка	представляет	муфту	1	1.7	ABC	3	представляет
Боевики <nsubj планируют >obj химатаку	Боевики	планируют	химатаку	1	1.7	ABC	3	планируют
Болельщики <nsubj призывали >obj клуб	Болельщики	призывали	клуб	1	1.7	ABC	3	призывали
Большевизм <nsubj делает >obj дело	Большевизм	делает	дело	1	1.7	ABC	3	делает
Большевики <nsubj использовали >obj брожение	Большевики	использовали	брожение	1	1.7	ABC	3	использовали
Большинство <nsubj копает >obj могилу	Большинство	копает	могилу	1	1.7	ABC	3	копает
Большинство <nsubj одобрили >obj поступок	Большинство	одобрили	поступок	1	1.7	ABC	3	одобрили
Бомбардировка <nsubj вызвала >obj бурю	Бомбардировка	вызвала	бурю	1	1.7	ABC	3	вызвала
Британка <nsubj опубликовала >obj фотографии	Британка	опубликовала	фотографии	1	1.7	ABC	3	опубликовала
Бронзу <obj завоевали >nsubj норвежка	Бронзу	завоевали	норвежка	1	1.7	ABC	3	завоевали
Буренин <nsubj переделывает >obj переделку	Буренин	переделывает	переделку	1	1.7	ABC	3	переделывает
В ведение <obj здания <nsubj передало	В ведение	здания	передало	1	1.7	ABC	3	передало
В ведение <obj передало >nsubj управление	В ведение	передало	управление	1	1.7	ABC	3	передало
ВВС <nsubj сбили >obj аппарат	ВВС	сбили	аппарат	1	1.7	ABC	3	сбили
ВМС <nsubj заказали >obj строительство	ВМС	заказали	строительство	1	1.7	ABC	3	заказали
ВМС <nsubj начали >obj маневры	ВМС	начали	маневры	1	1.7	ABC	3	начали
ВМС <nsubj спишут >obj авианосец	ВМС	спишут	авианосец	1	1.7	ABC	3	спишут
ВМФ <nsubj провели >obj учения	ВМФ	провели	учения	1	1.7	ABC	3	провели
ВЦП <nsubj предусматривает >obj мероприятия	ВЦП	предусматривает	мероприятия	1	1.7	ABC	3	предусматривает
ВЭБ <nsubj заключили >obj соглашение	ВЭБ	заключили	соглашение	1	1.7	ABC	3	заключили
Валюты <nsubj продолжили >obj падение	Валюты	продолжили	падение	1	1.7	ABC	3	продолжили
Ведомство <nsubj направило >obj материалы	Ведомство	направило	материалы	1	1.7	ABC	3	направило
Вел. кн <nsubj разыгрывает >obj роль	Вел. кн	разыгрывает	роль	1	1.7	ABC	3	разыгрывает
Вера <nsubj ознаменовала >obj именины	Вера	ознаменовала	именины	1	1.7	ABC	3	ознаменовала
Версию <obj подтверждает >nsubj корреспондент	Версию	подтверждает	корреспондент	1	1.7	ABC	3	подтверждает
Вертолет <nsubj совершил >obj посадку	Вертолет	совершил	посадку	1	1.7	ABC	3	совершил
Вертолеты <nsubj нанесли >obj удар	Вертолеты	нанесли	удар	1	1.7	ABC	3	нанесли
Ветер <nsubj откидывает >obj капюшон	Ветер	откидывает	капюшон	1	1.7	ABC	3	откидывает
Ветер <nsubj подымает >obj песок	Ветер	подымает	песок	1	1.7	ABC	3	подымает
Видеозапись <obj выложило >nsubj движение	Видеозапись	выложило	движение	1	1.7	ABC	3	выложило
Вице-премьер <nsubj курировал >obj вопросы	Вице-премьер	курировал	вопросы	1	1.7	ABC	3	курировал
Вице-премьер <nsubj назвал >obj парламентария	Вице-премьер	назвал	парламентария	1	1.7	ABC	3	назвал
Вице-премьер <nsubj написал >obj заявление	Вице-премьер	написал	заявление	1	1.7	ABC	3	написал
Вице-премьер <nsubj поздравил >obj команду	Вице-премьер	поздравил	команду	1	1.7	ABC	3	поздравил
Вице-спикер <nsubj выразил >obj уверенность	Вице-спикер	выразил	уверенность	1	1.7	ABC	3	выразил
Владелица <nsubj хранила >obj монету	Владелица	хранила	монету	1	1.7	ABC	3	хранила
Владельцы <nsubj ведут >obj переговоры	Владельцы	ведут	переговоры	1	1.7	ABC	3	ведут
Власти <nsubj дали >obj разрешение	Власти	дали	разрешение	1	1.7	ABC	3	дали
Власти <nsubj назвали >obj удары	Власти	назвали	удары	1	1.7	ABC	3	назвали
Власти <nsubj нарушали >obj право	Власти	нарушали	право	1	1.7	ABC	3	нарушали
Власти <nsubj начали >obj операцию	Власти	начали	операцию	1	1.7	ABC	3	начали
Власти <nsubj обрабатывают >obj заявку	Власти	обрабатывают	заявку	1	1.7	ABC	3	обрабатывают
Власти <nsubj опубликовали >obj доклад	Власти	опубликовали	доклад	1	1.7	ABC	3	опубликовали
Власти <nsubj разработают >obj мероприятия	Власти	разработают	мероприятия	1	1.7	ABC	3	разработают
Внимание <obj привлек >nsubj хребет	Внимание	привлек	хребет	1	1.7	ABC	3	привлек
Военные <nsubj опровергают >obj утверждения	Военные	опровергают	утверждения	1	1.7	ABC	3	опровергают
Возможность <obj производителей <nsubj рассматривают	Возможность	производителей	рассматривают	1	1.7	ABC	3	рассматривают
Война <nsubj родит >obj героев	Война	родит	героев	1	1.7	ABC	3	родит
Вокалист <nsubj объяснил >obj причину	Вокалист	объяснил	причину	1	1.7	ABC	3	объяснил
Вопрос <obj депутаты <nsubj рассмотрят	Вопрос	депутаты	рассмотрят	1	1.7	ABC	3	рассмотрят
Вопрос <obj задал >nsubj журналист	Вопрос	задал	журналист	1	1.7	ABC	3	задал
Восстановление <nsubj предполагает >obj установление	Восстановление	предполагает	установление	1	1.7	ABC	3	предполагает
Врач <nsubj говорит >obj эмоции	Врач	говорит	эмоции	1	1.7	ABC	3	говорит
Врачи <nsubj диагностировали >obj пневмонию	Врачи	диагностировали	пневмонию	1	1.7	ABC	3	диагностировали
Врачи <nsubj оказали >obj помощь	Врачи	оказали	помощь	1	1.7	ABC	3	оказали
Вскрытие <nsubj обнаружило >obj метастазы	Вскрытие	обнаружило	метастазы	1	1.7	ABC	3	обнаружило
Вспышка <nsubj представляет >obj угрозу	Вспышка	представляет	угрозу	1	1.7	ABC	3	представляет
Встречи <nsubj носили >obj характер	Встречи	носили	характер	1	1.7	ABC	3	носили
Встречу <obj транслировал >nsubj телеканал	Встречу	транслировал	телеканал	1	1.7	ABC	3	транслировал
Вступление <nsubj спровоцирует >obj напряженность	Вступление	спровоцирует	напряженность	1	1.7	ABC	3	спровоцирует
Вулфовиц <nsubj призвал >obj конгрессменов	Вулфовиц	призвал	конгрессменов	1	1.7	ABC	3	призвал
Вучич <nsubj рассмотрели >obj предложения	Вучич	рассмотрели	предложения	1	1.7	ABC	3	рассмотрели
Выдача <nsubj принимает >obj характер	Выдача	принимает	характер	1	1.7	ABC	3	принимает
Высоты <nsubj представляют >obj плато	Высоты	представляют	плато	1	1.7	ABC	3	представляют
Вытряхнули >nsubj парняги >obj картошку	Вытряхнули	парняги	картошку	1	1.7	ABC	3	Вытряхнули
Газета <nsubj подводит >obj итоги	Газета	подводит	итоги	1	1.7	ABC	3	подводит
Газета <nsubj порицает >obj комиссию	Газета	порицает	комиссию	1	1.7	ABC	3	порицает
Газеты <nsubj осудили >obj бомбардировку	Газеты	осудили	бомбардировку	1	1.7	ABC	3	осудили
Газпром <nsubj спонсирует >obj клубы	Газпром	спонсирует	клубы	1	1.7	ABC	3	спонсирует
Гаички <nsubj долбят >obj дупло	Гаички	долбят	дупло	1	1.7	ABC	3	долбят
Гендиректор <nsubj организовали >obj схему	Гендиректор	организовали	схему	1	1.7	ABC	3	организовали
Генеральмузикдиректор <nsubj потерял >obj сознание	Генеральмузикдиректор	потерял	сознание	1	1.7	ABC	3	потерял
Генпрокуратура <nsubj возбудила >obj дело	Генпрокуратура	возбудила	дело	1	1.7	ABC	3	возбудила
Генпрокуратура <nsubj закончила >obj следствие	Генпрокуратура	закончила	следствие	1	1.7	ABC	3	закончила
Гефест <nsubj делает >obj дорогу	Гефест	делает	дорогу	1	1.7	ABC	3	делает
Глава <nsubj вменил >obj увлечение	Глава	вменил	увлечение	1	1.7	ABC	3	вменил
Глава <nsubj возложил >obj вину	Глава	возложил	вину	1	1.7	ABC	3	возложил
Глава <nsubj выразил >obj уверенность	Глава	выразил	уверенность	1	1.7	ABC	3	выразил
Глава <nsubj высказал >obj предположение	Глава	высказал	предположение	1	1.7	ABC	3	высказал
Глава <nsubj задал >obj вопрос	Глава	задал	вопрос	1	1.7	ABC	3	задал
Глава <nsubj назвал >obj аргументы	Глава	назвал	аргументы	1	1.7	ABC	3	назвал
Глава <nsubj назвал >obj гипотезу	Глава	назвал	гипотезу	1	1.7	ABC	3	назвал
Глава <nsubj назвал >obj переговоры	Глава	назвал	переговоры	1	1.7	ABC	3	назвал
Глава <nsubj отверг >obj претензии	Глава	отверг	претензии	1	1.7	ABC	3	отверг
Глава <nsubj открыл >obj центр	Глава	открыл	центр	1	1.7	ABC	3	открыл
Глава <nsubj отозвал >obj представителя	Глава	отозвал	представителя	1	1.7	ABC	3	отозвал
Глава <nsubj повторил >obj мнение	Глава	повторил	мнение	1	1.7	ABC	3	повторил
Глава <nsubj показал >obj дизайн	Глава	показал	дизайн	1	1.7	ABC	3	показал
Глава <nsubj показывал >obj план	Глава	показывал	план	1	1.7	ABC	3	показывал
Глава <nsubj призвал >obj президента	Глава	призвал	президента	1	1.7	ABC	3	призвал
Глава <nsubj прокомментировал >obj колебания	Глава	прокомментировал	колебания	1	1.7	ABC	3	прокомментировал
Глава <nsubj связал >obj похищение	Глава	связал	похищение	1	1.7	ABC	3	связал
Глава <nsubj считает >obj нововведение	Глава	считает	нововведение	1	1.7	ABC	3	считает
Глава <nsubj украсил >obj кабинет	Глава	украсил	кабинет	1	1.7	ABC	3	украсил
Глава <nsubj утверждает >obj уставы	Глава	утверждает	уставы	1	1.7	ABC	3	утверждает
Главари <nsubj отвергали >obj ультиматум	Главари	отвергали	ультиматум	1	1.7	ABC	3	отвергали
Главу <obj избирать >nsubj депутаты	Главу	избирать	депутаты	1	1.7	ABC	3	избирать
Главы <nsubj обвинили >obj друг	Главы	обвинили	друг	1	1.7	ABC	3	обвинили
Главы <nsubj обвинили >obj страны	Главы	обвинили	страны	1	1.7	ABC	3	обвинили
Госбанк <nsubj продаст >obj часть	Госбанк	продаст	часть	1	1.7	ABC	3	продаст
Госказначейство <nsubj положение <obj прокомментировало	Госказначейство	положение	прокомментировало	1	1.7	ABC	3	прокомментировало
Государства <nsubj ввели >obj меры	Государства	ввели	меры	1	1.7	ABC	3	ввели
Государство <nsubj эксплуотирует >obj рабочих	Государство	эксплуотирует	рабочих	1	1.7	ABC	3	эксплуотирует
Государь <nsubj послал >obj флигель	Государь	послал	флигель	1	1.7	ABC	3	послал
Гражданин <nsubj вел >obj деятельность	Гражданин	вел	деятельность	1	1.7	ABC	3	вел
Грамин <obj представлял >nsubj директор	Грамин	представлял	директор	1	1.7	ABC	3	представлял
Граф <nsubj выражал >obj сожаление	Граф	выражал	сожаление	1	1.7	ABC	3	выражал
Гроб <obj несла >nsubj толпа	Гроб	несла	толпа	1	1.7	ABC	3	несла
Группа <nsubj внесла >obj законопроект	Группа	внесла	законопроект	1	1.7	ABC	3	внесла
Группа <nsubj готовит >obj релиз	Группа	готовит	релиз	1	1.7	ABC	3	готовит
Группа <nsubj захватила >obj зал	Группа	захватила	зал	1	1.7	ABC	3	захватила
Группа <nsubj открыла >obj способ	Группа	открыла	способ	1	1.7	ABC	3	открыла
Группа <nsubj провела >obj эксперимент	Группа	провела	эксперимент	1	1.7	ABC	3	провела
Губернатор <nsubj выразил >obj надежду	Губернатор	выразил	надежду	1	1.7	ABC	3	выразил
Губернатор <nsubj отправил >obj правительство	Губернатор	отправил	правительство	1	1.7	ABC	3	отправил
Далай-лама <nsubj оказал >obj прием	Далай-лама	оказал	прием	1	1.7	ABC	3	оказал
Девушка <nsubj вела >obj дневник	Девушка	вела	дневник	1	1.7	ABC	3	вела
Девушка <nsubj жарила >obj стейки	Девушка	жарила	стейки	1	1.7	ABC	3	жарила
Девушки <nsubj нашли >obj поплавок	Девушки	нашли	поплавок	1	1.7	ABC	3	нашли
Действия <nsubj вызывают >obj разочарование	Действия	вызывают	разочарование	1	1.7	ABC	3	вызывают
Действия <obj процентов <nsubj назвали	Действия	процентов	назвали	1	1.7	ABC	3	назвали
Дело <nsubj получило >obj оборот	Дело	получило	оборот	1	1.7	ABC	3	получило
Дело <nsubj получило >obj огласку	Дело	получило	огласку	1	1.7	ABC	3	получило
Дело <nsubj приняло >obj оборот	Дело	приняло	оборот	1	1.7	ABC	3	приняло
Демократы <nsubj проводили >obj дебаты	Демократы	проводили	дебаты	1	1.7	ABC	3	проводили
Демонстранты <nsubj держали >obj флаги	Демонстранты	держали	флаги	1	1.7	ABC	3	держали
Департамент <nsubj издал >obj приказ	Департамент	издал	приказ	1	1.7	ABC	3	издал
Департамент <nsubj изучает >obj загрузку	Департамент	изучает	загрузку	1	1.7	ABC	3	изучает
Депутат <nsubj обвинил >obj сотрудника	Депутат	обвинил	сотрудника	1	1.7	ABC	3	обвинил
Депутат <nsubj попросил >obj прокуратуру	Депутат	попросил	прокуратуру	1	1.7	ABC	3	попросил
Депутаты <nsubj выражают >obj надежду	Депутаты	выражают	надежду	1	1.7	ABC	3	выражают
Депутаты <nsubj готовят >obj обращение	Депутаты	готовят	обращение	1	1.7	ABC	3	готовят
Депутаты <nsubj подготовили >obj запрос	Депутаты	подготовили	запрос	1	1.7	ABC	3	подготовили
Депутаты <nsubj приняли >obj обращение	Депутаты	приняли	обращение	1	1.7	ABC	3	приняли
Депутаты <nsubj приняли >obj поправку	Депутаты	приняли	поправку	1	1.7	ABC	3	приняли
