Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
فینز <nsubj کیک <obj کیا	فینز	کیک	کیا	7	11.0	ABC	3	کیا
لوگ <nsubj ٹیکس <obj دیتے	لوگ	ٹیکس	دیتے	7	11.0	ABC	3	دیتے
کرکٹر <nsubj کہا >obj پلے	کرکٹر	کہا	پلے	7	11.0	ABC	3	کہا
اداروں <nsubj فہرست <obj کی	اداروں	فہرست	کی	6	9.4	ABC	3	کی
ایپ <nsubj معلومات <obj کرتی	ایپ	معلومات	کرتی	6	9.4	ABC	3	کرتی
جونز <nsubj کمی <obj دیکھی	جونز	کمی	دیکھی	6	9.4	ABC	3	دیکھی
حکومت <nsubj آلات <obj کرے	حکومت	آلات	کرے	6	9.4	ABC	3	کرے
طبقہ <nsubj ٹیکس <obj دیں	طبقہ	ٹیکس	دیں	6	9.4	ABC	3	دیں
مظاہرے <obj لوگ <nsubj دیکھنے	مظاہرے	لوگ	دیکھنے	6	9.4	ABC	3	دیکھنے
منظمین <nsubj بیان <obj کیا	منظمین	بیان	کیا	6	9.4	ABC	3	کیا
ٹیم <nsubj ٹیم <obj روک	ٹیم	ٹیم	روک	6	9.4	ABC	3	روک
کھلاڑیوں <nsubj کھیل <obj کھیلا	کھلاڑیوں	کھیل	کھیلا	6	9.4	ABC	3	کھیلا
بولرز <nsubj بیٹسمین <obj کر	بولرز	بیٹسمین	کر	5	7.9	ABC	3	کر
حکام <nsubj کاروائیوں <obj بڑھایا	حکام	کاروائیوں	بڑھایا	5	7.9	ABC	3	بڑھایا
حکومت <nsubj تجویز <obj کی	حکومت	تجویز	کی	5	7.9	ABC	3	کی
سائنسدانوں <nsubj طریقہ <obj کیا	سائنسدانوں	طریقہ	کیا	5	7.9	ABC	3	کیا
صارفین <nsubj معلومات <obj کر	صارفین	معلومات	کر	5	7.9	ABC	3	کر
ٹیم <nsubj تیاریاں <obj کردی	ٹیم	تیاریاں	کردی	5	7.9	ABC	3	کردی
ٹیم <nsubj جیت <obj کی	ٹیم	جیت	کی	5	7.9	ABC	3	کی
ٹیم <nsubj ٹاس <obj جیتا	ٹیم	ٹاس	جیتا	5	7.9	ABC	3	جیتا
اضافہ <nsubj تعمیرات <obj بنا	اضافہ	تعمیرات	بنا	4	6.3	ABC	3	بنا
ایپ <nsubj امن <obj کرتی	ایپ	امن	کرتی	4	6.3	ABC	3	کرتی
تقریب <nsubj خاندان <obj بلایا	تقریب	خاندان	بلایا	4	6.3	ABC	3	بلایا
تقریب <nsubj دوستوں <obj بلایا	تقریب	دوستوں	بلایا	4	6.3	ABC	3	بلایا
حکومت <nsubj حل <obj کرنا	حکومت	حل	کرنا	4	6.3	ABC	3	کرنا
خبر <nsubj لوگوں <obj دکھ	خبر	لوگوں	دکھ	4	6.3	ABC	3	دکھ
دونوں <nsubj کام <obj کیا	دونوں	کام	کیا	4	6.3	ABC	3	کیا
صارفین <nsubj ایپ <obj کرنا	صارفین	ایپ	کرنا	4	6.3	ABC	3	کرنا
فیچر <nsubj معلومات <obj کرتا	فیچر	معلومات	کرتا	4	6.3	ABC	3	کرتا
لائن <nsubj کام <obj کیا	لائن	کام	کیا	4	6.3	ABC	3	کیا
ٹیم <nsubj کھیل <obj کھیلا	ٹیم	کھیل	کھیلا	4	6.3	ABC	3	کھیلا
پتے <nsubj رنگوں <obj کرنے	پتے	رنگوں	کرنے	4	6.3	ABC	3	کرنے
کھلاڑیوں <nsubj ٹینس <obj کھیلا	کھلاڑیوں	ٹینس	کھیلا	4	6.3	ABC	3	کھیلا
آرٹسٹس <nsubj اجازت <obj کرنی	آرٹسٹس	اجازت	کرنی	3	4.7	ABC	3	کرنی
ایپ <nsubj معلومات <obj کر	ایپ	معلومات	کر	3	4.7	ABC	3	کر
بولرز <nsubj کردار <obj کیا	بولرز	کردار	کیا	3	4.7	ABC	3	کیا
تصویر <nsubj ذہن <obj گھما	تصویر	ذہن	گھما	3	4.7	ABC	3	گھما
حکومت <nsubj رقم <obj کی	حکومت	رقم	کی	3	4.7	ABC	3	کی
حکومت <nsubj شرائط <obj کرے	حکومت	شرائط	کرے	3	4.7	ABC	3	کرے
شرکاء <nsubj روابط <obj کر	شرکاء	روابط	کر	3	4.7	ABC	3	کر
صارفین <nsubj سرچ <obj کر	صارفین	سرچ	کر	3	4.7	ABC	3	کر
صارفین <nsubj چیٹس <obj کر	صارفین	چیٹس	کر	3	4.7	ABC	3	کر
عوام <nsubj سہولت <obj اٹھا	عوام	سہولت	اٹھا	3	4.7	ABC	3	اٹھا
عوام <nsubj پیسے <obj کرنے	عوام	پیسے	کرنے	3	4.7	ABC	3	کرنے
فنکاروں <nsubj راستے <obj کرنے	فنکاروں	راستے	کرنے	3	4.7	ABC	3	کرنے
فورسز <nsubj حرکتوں <obj کر	فورسز	حرکتوں	کر	3	4.7	ABC	3	کر
لائن <nsubj لائن <obj بنا	لائن	لائن	بنا	3	4.7	ABC	3	بنا
لائن <nsubj کامیابی <obj کی	لائن	کامیابی	کی	3	4.7	ABC	3	کی
لوگ <nsubj دوستوں <obj رکھ	لوگ	دوستوں	رکھ	3	4.7	ABC	3	رکھ
لوگ <nsubj کہتے >obj مالک	لوگ	کہتے	مالک	3	4.7	ABC	3	کہتے
ٹیم <nsubj رنز <obj بنائے	ٹیم	رنز	بنائے	3	4.7	ABC	3	بنائے
ٹیم <nsubj فتح <obj کرلی	ٹیم	فتح	کرلی	3	4.7	ABC	3	کرلی
ٹیم <nsubj پرفارمنس <obj دی	ٹیم	پرفارمنس	دی	3	4.7	ABC	3	دی
ٹیم <nsubj کرنسی <obj کر	ٹیم	کرنسی	کر	3	4.7	ABC	3	کر
ٹیم <nsubj کرکٹ <obj کھیل	ٹیم	کرکٹ	کھیل	3	4.7	ABC	3	کھیل
ٹیم <nsubj کرکٹ <obj کھیلا	ٹیم	کرکٹ	کھیلا	3	4.7	ABC	3	کھیلا
ٹیموں <nsubj تربیت <obj کر	ٹیموں	تربیت	کر	3	4.7	ABC	3	کر
پاکستانی <nsubj گاڑی <obj لاتا	پاکستانی	گاڑی	لاتا	3	4.7	ABC	3	لاتا
ڈاکٹرز <nsubj جان <obj بچائی	ڈاکٹرز	جان	بچائی	3	4.7	ABC	3	بچائی
کھلاڑیوں <nsubj مردوں <obj چھوڑ	کھلاڑیوں	مردوں	چھوڑ	3	4.7	ABC	3	چھوڑ
اداکار <nsubj کردار <obj کیا	اداکار	کردار	کیا	2	3.1	ABC	3	کیا
اراکین <nsubj پیسے <obj دینے	اراکین	پیسے	دینے	2	3.1	ABC	3	دینے
اسکائپ <nsubj فیچر <obj کیا	اسکائپ	فیچر	کیا	2	3.1	ABC	3	کیا
افراد <nsubj دوستوں <obj رہ	افراد	دوستوں	رہ	2	3.1	ABC	3	رہ
انتظامیہ <nsubj پوسٹ <obj دیکھتی	انتظامیہ	پوسٹ	دیکھتی	2	3.1	ABC	3	دیکھتی
ایڈمنز <nsubj اختیار <obj کر	ایڈمنز	اختیار	کر	2	3.1	ABC	3	کر
بازیگران <nsubj کارکردگی <obj دکھائیں	بازیگران	کارکردگی	دکھائیں	2	3.1	ABC	3	دکھائیں
بولرز <nsubj لائن <obj کر	بولرز	لائن	کر	2	3.1	ABC	3	کر
بولرز <nsubj کرکٹ <obj کھیلی	بولرز	کرکٹ	کھیلی	2	3.1	ABC	3	کھیلی
بوکنگز <nsubj کامیابی <obj کرلی	بوکنگز	کامیابی	کرلی	2	3.1	ABC	3	کرلی
ترکیب <nsubj پھیلاؤ <obj روکنے	ترکیب	پھیلاؤ	روکنے	2	3.1	ABC	3	روکنے
تصویریں <nsubj لوگوں <obj کر	تصویریں	لوگوں	کر	2	3.1	ABC	3	کر
تعلیم <nsubj ضروریات <obj کرتی	تعلیم	ضروریات	کرتی	2	3.1	ABC	3	کرتی
جوڑی <nsubj کام <obj کیا	جوڑی	کام	کیا	2	3.1	ABC	3	کیا
جیت <nsubj جگہ <obj رکھی	جیت	جگہ	رکھی	2	3.1	ABC	3	رکھی
حکومت <nsubj سسٹم <obj کیا	حکومت	سسٹم	کیا	2	3.1	ABC	3	کیا
حکومت <nsubj فیصلے <obj سمجھا	حکومت	فیصلے	سمجھا	2	3.1	ABC	3	سمجھا
حکومت <nsubj مسائل <obj کرے	حکومت	مسائل	کرے	2	3.1	ABC	3	کرے
حکومت <nsubj منصوبہ <obj کیا	حکومت	منصوبہ	کیا	2	3.1	ABC	3	کیا
حکومت <nsubj کہا >obj معاملہ	حکومت	کہا	معاملہ	2	3.1	ABC	3	کہا
خاتون <nsubj حق <obj ہے	خاتون	حق	ہے	2	3.1	ABC	3	ہے
داستان <nsubj شعور <obj کیا	داستان	شعور	کیا	2	3.1	ABC	3	کیا
دوستوں <nsubj تقریبات <obj منائیں	دوستوں	تقریبات	منائیں	2	3.1	ABC	3	منائیں
دیوانوں <nsubj تقریبات <obj منائی	دیوانوں	تقریبات	منائی	2	3.1	ABC	3	منائی
سائنسدانوں <nsubj ترکیب <obj کی	سائنسدانوں	ترکیب	کی	2	3.1	ABC	3	کی
سائنسدانوں <nsubj نتائج <obj کیا	سائنسدانوں	نتائج	کیا	2	3.1	ABC	3	کیا
شائقین <nsubj جشن <obj منایا	شائقین	جشن	منایا	2	3.1	ABC	3	منایا
شاعران <nsubj لوگوں <obj کر	شاعران	لوگوں	کر	2	3.1	ABC	3	کر
شخص <nsubj اینگل <obj دیکھ	شخص	اینگل	دیکھ	2	3.1	ABC	3	دیکھ
شخصیات <nsubj پیغامات <obj بھیجے	شخصیات	پیغامات	بھیجے	2	3.1	ABC	3	بھیجے
شوہر <nsubj درخواست <obj کردی	شوہر	درخواست	کردی	2	3.1	ABC	3	کردی
صارفین <nsubj Speedtest <obj لکھنا	صارفین	Speedtest	لکھنا	2	3.1	ABC	3	لکھنا
صارفین <nsubj اسٹیٹس <obj کرنا	صارفین	اسٹیٹس	کرنا	2	3.1	ABC	3	کرنا
صارفین <nsubj اکاؤنٹ <obj کر	صارفین	اکاؤنٹ	کر	2	3.1	ABC	3	کر
صارفین <nsubj اکاؤنٹ <obj کرنا	صارفین	اکاؤنٹ	کرنا	2	3.1	ABC	3	کرنا
صارفین <nsubj خدمات <obj کر	صارفین	خدمات	کر	2	3.1	ABC	3	کر
صارفین <nsubj دوستوں <obj کر	صارفین	دوستوں	کر	2	3.1	ABC	3	کر
صارفین <nsubj فون <obj بھیجنا	صارفین	فون	بھیجنا	2	3.1	ABC	3	بھیجنا
صارفین <nsubj معلومات <obj کرنا	صارفین	معلومات	کرنا	2	3.1	ABC	3	کرنا
صارفین <nsubj ویڈیوز <obj کرسکتے	صارفین	ویڈیوز	کرسکتے	2	3.1	ABC	3	کرسکتے
صارفین <nsubj چیٹس <obj کرسکتے	صارفین	چیٹس	کرسکتے	2	3.1	ABC	3	کرسکتے
صارفین <nsubj ڈیٹ <obj کرنا	صارفین	ڈیٹ	کرنا	2	3.1	ABC	3	کرنا
طلباء <nsubj موقع <obj کیا	طلباء	موقع	کیا	2	3.1	ABC	3	کیا
طلبہ <nsubj میدان <obj بنا	طلبہ	میدان	بنا	2	3.1	ABC	3	بنا
عوامل <nsubj پتوں <obj کر	عوامل	پتوں	کر	2	3.1	ABC	3	کر
فنکاروں <nsubj میٹم <obj دیا	فنکاروں	میٹم	دیا	2	3.1	ABC	3	دیا
فینز <nsubj معلومات <obj کیں	فینز	معلومات	کیں	2	3.1	ABC	3	کیں
لائن <nsubj کوششوں <obj بنا	لائن	کوششوں	بنا	2	3.1	ABC	3	بنا
لوگ <nsubj معلومات <obj کر	لوگ	معلومات	کر	2	3.1	ABC	3	کر
لوگ <nsubj چیزوں <obj رہیں	لوگ	چیزوں	رہیں	2	3.1	ABC	3	رہیں
لوگ <nsubj گوشوارے <obj کرا	لوگ	گوشوارے	کرا	2	3.1	ABC	3	کرا
لوگو <nsubj شناخت <obj بناتا	لوگو	شناخت	بناتا	2	3.1	ABC	3	بناتا
لوگوں <nsubj تجربات <obj کیے	لوگوں	تجربات	کیے	2	3.1	ABC	3	کیے
لوگوں <nsubj تدابیر <obj کرنے	لوگوں	تدابیر	کرنے	2	3.1	ABC	3	کرنے
لوگوں <nsubj شکریہ <obj کیا	لوگوں	شکریہ	کیا	2	3.1	ABC	3	کیا
لوگوں <nsubj لائن <obj کرنی	لوگوں	لائن	کرنی	2	3.1	ABC	3	کرنی
لوگوں <nsubj پروفائل <obj کرنا	لوگوں	پروفائل	کرنا	2	3.1	ABC	3	کرنا
لوگوں <nsubj پیسے <obj چاہئے	لوگوں	پیسے	چاہئے	2	3.1	ABC	3	چاہئے
مالکوں <nsubj چہرے <obj کرنا	مالکوں	چہرے	کرنا	2	3.1	ABC	3	کرنا
ماں <nsubj شکایت <obj کرائی	ماں	شکایت	کرائی	2	3.1	ABC	3	کرائی
ماہرین <nsubj کیا >obj کمی	ماہرین	کیا	کمی	2	3.1	ABC	3	کیا
مداحوں <nsubj ویڈیوز <obj کیے	مداحوں	ویڈیوز	کیے	2	3.1	ABC	3	کیے
مسئولین <nsubj معاملے <obj کیا	مسئولین	معاملے	کیا	2	3.1	ABC	3	کیا
ملکوں <nsubj ترکیب <obj اپنایا	ملکوں	ترکیب	اپنایا	2	3.1	ABC	3	اپنایا
ناظرین <nsubj کہتے >obj فلم	ناظرین	کہتے	فلم	2	3.1	ABC	3	کہتے
والدین <nsubj تفصیلات <obj بتائیں	والدین	تفصیلات	بتائیں	2	3.1	ABC	3	بتائیں
ٹریلر <nsubj دلچسپی <obj کر	ٹریلر	دلچسپی	کر	2	3.1	ABC	3	کر
ٹیم <nsubj ترکیب <obj آزمایا	ٹیم	ترکیب	آزمایا	2	3.1	ABC	3	آزمایا
ٹیم <nsubj تیاریاں <obj رکھے	ٹیم	تیاریاں	رکھے	2	3.1	ABC	3	رکھے
ٹیم <nsubj سیریز <obj جیتی	ٹیم	سیریز	جیتی	2	3.1	ABC	3	جیتی
ٹیم <nsubj میچ <obj جیتے	ٹیم	میچ	جیتے	2	3.1	ABC	3	جیتے
ٹیم <nsubj ٹیم <obj ہرا	ٹیم	ٹیم	ہرا	2	3.1	ABC	3	ہرا
ٹیم <nsubj کام <obj کر	ٹیم	کام	کر	2	3.1	ABC	3	کر
ٹیم <nsubj کام <obj کیا	ٹیم	کام	کیا	2	3.1	ABC	3	کیا
ٹیم <nsubj کامیابی <obj کر	ٹیم	کامیابی	کر	2	3.1	ABC	3	کر
ٹیم <nsubj کامیابی <obj کرے	ٹیم	کامیابی	کرے	2	3.1	ABC	3	کرے
ٹیم <nsubj کوششوں <obj بنا	ٹیم	کوششوں	بنا	2	3.1	ABC	3	بنا
ٹیموں <nsubj کھیل <obj کھیلا	ٹیموں	کھیل	کھیلا	2	3.1	ABC	3	کھیلا
پولیس <nsubj ملزم <obj کر	پولیس	ملزم	کر	2	3.1	ABC	3	کر
ڈانسرز <nsubj ترقیبوں <obj دکھایا	ڈانسرز	ترقیبوں	دکھایا	2	3.1	ABC	3	دکھایا
ڈیزائنرز <nsubj ایوارڈز <obj جیتے	ڈیزائنرز	ایوارڈز	جیتے	2	3.1	ABC	3	جیتے
ڈیزائنرز <nsubj تصاویر <obj کیں	ڈیزائنرز	تصاویر	کیں	2	3.1	ABC	3	کیں
کارکنان <nsubj تکنیک <obj سیکھیں	کارکنان	تکنیک	سیکھیں	2	3.1	ABC	3	سیکھیں
کارکنان <nsubj مشین <obj کی	کارکنان	مشین	کی	2	3.1	ABC	3	کی
کمپنیوں <nsubj کارخانوں <obj کرنا	کمپنیوں	کارخانوں	کرنا	2	3.1	ABC	3	کرنا
کمپیوٹر <nsubj ورژن <obj کرسکتا	کمپیوٹر	ورژن	کرسکتا	2	3.1	ABC	3	کرسکتا
کوالٹی <obj کمپنی <nsubj پہنچ	کوالٹی	کمپنی	پہنچ	2	3.1	ABC	3	پہنچ
کھلاڑیوں <nsubj تربیت <obj کی	کھلاڑیوں	تربیت	کی	2	3.1	ABC	3	کی
کھلاڑیوں <nsubj تیاریاں <obj رکھنی	کھلاڑیوں	تیاریاں	رکھنی	2	3.1	ABC	3	رکھنی
کھلاڑیوں <nsubj جگہ <obj بنائی	کھلاڑیوں	جگہ	بنائی	2	3.1	ABC	3	بنائی
کھلاڑیوں <nsubj دفاع <obj بنایا	کھلاڑیوں	دفاع	بنایا	2	3.1	ABC	3	بنایا
کھلاڑیوں <nsubj سبق <obj کیا	کھلاڑیوں	سبق	کیا	2	3.1	ABC	3	کیا
کھلاڑیوں <nsubj کامیابی <obj منایا	کھلاڑیوں	کامیابی	منایا	2	3.1	ABC	3	منایا
کھلاڑیوں <nsubj کامیابی <obj کی	کھلاڑیوں	کامیابی	کی	2	3.1	ABC	3	کی
ہار <nsubj آدات <obj سکھائے	ہار	آدات	سکھائے	2	3.1	ABC	3	سکھائے
addition <nsubj enhance >obj experience	addition	enhance	experience	1	1.6	ABC	3	enhance
addition <nsubj technology <obj enhance	addition	technology	enhance	1	1.6	ABC	3	enhance
phones <nsubj feature >obj cameras	phones	feature	cameras	1	1.6	ABC	3	feature
phones <nsubj have >obj life	phones	have	life	1	1.6	ABC	3	have
phones <nsubj use >obj detect	phones	use	detect	1	1.6	ABC	3	use
report <nsubj revealed >obj evidence	report	revealed	evidence	1	1.6	ABC	3	revealed
آلات <nsubj زندگی <obj بناتے	آلات	زندگی	بناتے	1	1.6	ABC	3	بناتے
ادارے <nsubj فیسیں <obj لے	ادارے	فیسیں	لے	1	1.6	ABC	3	لے
اداکار <nsubj کام <obj کیا	اداکار	کام	کیا	1	1.6	ABC	3	کیا
اداکار <nsubj گانا <obj گایا	اداکار	گانا	گایا	1	1.6	ABC	3	گایا
اداکاروں <nsubj کام <obj کرنا	اداکاروں	کام	کرنا	1	1.6	ABC	3	کرنا
اداکاروں <nsubj کام <obj کیا	اداکاروں	کام	کیا	1	1.6	ABC	3	کیا
اداکارہ <nsubj خوشخبری <obj دی	اداکارہ	خوشخبری	دی	1	1.6	ABC	3	دی
اداکاری <nsubj کامیابی <obj کی	اداکاری	کامیابی	کی	1	1.6	ABC	3	کی
اراکین <nsubj شان <obj پہنچ	اراکین	شان	پہنچ	1	1.6	ABC	3	پہنچ
ارکان <nsubj اداروں <obj کیا	ارکان	اداروں	کیا	1	1.6	ABC	3	کیا
ارکان <nsubj اقتراحات <obj کئے	ارکان	اقتراحات	کئے	1	1.6	ABC	3	کئے
ارکان <nsubj توقعات <obj کر	ارکان	توقعات	کر	1	1.6	ABC	3	کر
اساتذہ <nsubj معاونت <obj اٹھائیں	اساتذہ	معاونت	اٹھائیں	1	1.6	ABC	3	اٹھائیں
استعمال <nsubj ہے >obj سنسر	استعمال	ہے	سنسر	1	1.6	ABC	3	ہے
اسٹوڈیو <obj کمپنی <nsubj خرید	اسٹوڈیو	کمپنی	خرید	1	1.6	ABC	3	خرید
اسٹیکر <nsubj معلومات <obj بھیجتا	اسٹیکر	معلومات	بھیجتا	1	1.6	ABC	3	بھیجتا
اسٹیکر <nsubj کام <obj کرتا	اسٹیکر	کام	کرتا	1	1.6	ABC	3	کرتا
اسکائپ <nsubj کال <obj کرے	اسکائپ	کال	کرے	1	1.6	ABC	3	کرے
