Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
accounts <nsubj produced >obj forecasts	accounts	produced	forecasts	2	9.9	ABC	3	produced
accreditation <nsubj requires >obj programs	accreditation	requires	programs	2	9.9	ABC	3	requires
administration <nsubj curtails >obj rights	administration	curtails	rights	2	9.9	ABC	3	curtails
adults <nsubj buy >obj cream	adults	buy	cream	2	9.9	ABC	3	buy
advocates <nsubj dispute >obj accuracy	advocates	dispute	accuracy	2	9.9	ABC	3	dispute
aircraft <nsubj use >obj power	aircraft	use	power	2	9.9	ABC	3	use
alphabet <nsubj has >obj case	alphabet	has	case	2	9.9	ABC	3	has
alumni <nsubj reached >obj leagues	alumni	reached	leagues	2	9.9	ABC	3	reached
amalgamation <nsubj eliminated >obj level	amalgamation	eliminated	level	2	9.9	ABC	3	eliminated
angle <nsubj satisfies >obj inequality	angle	satisfies	inequality	2	9.9	ABC	3	satisfies
area <nsubj adjoins >obj cliff	area	adjoins	cliff	2	9.9	ABC	3	adjoins
areas <nsubj experienced >obj increase	areas	experienced	increase	2	9.9	ABC	3	experienced
areas <nsubj reached >obj count	areas	reached	count	2	9.9	ABC	3	reached
areas <nsubj showed >obj increase	areas	showed	increase	2	9.9	ABC	3	showed
arena <nsubj have >obj capacities	arena	have	capacities	2	9.9	ABC	3	have
arena <nsubj houses >obj events	arena	houses	events	2	9.9	ABC	3	houses
article <nsubj gives >obj overview	article	gives	overview	2	9.9	ABC	3	gives
assistants <nsubj conducted >obj interviews	assistants	conducted	interviews	2	9.9	ABC	3	conducted
association <nsubj defines >obj members	association	defines	members	2	9.9	ABC	3	defines
associations <nsubj indicated >obj support	associations	indicated	support	2	9.9	ABC	3	indicated
attitude <nsubj deterred >obj players	attitude	deterred	players	2	9.9	ABC	3	deterred
author <nsubj evaluates >obj traditions	author	evaluates	traditions	2	9.9	ABC	3	evaluates
authors <nsubj published >obj recipes	authors	published	recipes	2	9.9	ABC	3	published
awareness <nsubj prompted >obj number	awareness	prompted	number	2	9.9	ABC	3	prompted
ban <nsubj followed >obj excommunication	ban	followed	excommunication	2	9.9	ABC	3	followed
ban <nsubj preceded >obj attack	ban	preceded	attack	2	9.9	ABC	3	preceded
band <nsubj announced >obj release	band	announced	release	2	9.9	ABC	3	announced
band <nsubj presented >obj -album	band	presented	-album	2	9.9	ABC	3	presented
band <nsubj presented >obj program	band	presented	program	2	9.9	ABC	3	presented
band <nsubj released >obj albums	band	released	albums	2	9.9	ABC	3	released
band <nsubj took >obj part	band	took	part	2	9.9	ABC	3	took
bands <nsubj gave >obj performances	bands	gave	performances	2	9.9	ABC	3	gave
batch <nsubj had >obj manganese	batch	had	manganese	2	9.9	ABC	3	had
battalion <nsubj had >obj strength	battalion	had	strength	2	9.9	ABC	3	had
battalions <nsubj used >obj trucks	battalions	used	trucks	2	9.9	ABC	3	used
biologists <nsubj monitored >obj wildlife	biologists	monitored	wildlife	2	9.9	ABC	3	monitored
bogie <nsubj allowed >obj movement	bogie	allowed	movement	2	9.9	ABC	3	allowed
bomber <nsubj outrun >obj enemies	bomber	outrun	enemies	2	9.9	ABC	3	outrun
bombers <nsubj lacked >obj payload	bombers	lacked	payload	2	9.9	ABC	3	lacked
book <nsubj quotes >obj book	book	quotes	book	2	9.9	ABC	3	quotes
cafés <nsubj sell >obj flavours	cafés	sell	flavours	2	9.9	ABC	3	sell
cameraman <nsubj sells >obj film	cameraman	sells	film	2	9.9	ABC	3	sells
campus <nsubj housed >obj grades	campus	housed	grades	2	9.9	ABC	3	housed
campus <nsubj housing >obj grades	campus	housing	grades	2	9.9	ABC	3	housing
catino <nsubj undergo >obj process	catino	undergo	process	2	9.9	ABC	3	undergo
ceremony <nsubj included >obj appearance	ceremony	included	appearance	2	9.9	ABC	3	included
championship <nsubj raised >obj ranking	championship	raised	ranking	2	9.9	ABC	3	raised
churn <nsubj produced >obj cream	churn	produced	cream	2	9.9	ABC	3	produced
churn <nsubj replaced >obj method	churn	replaced	method	2	9.9	ABC	3	replaced
club <nsubj amassed >obj debts	club	amassed	debts	2	9.9	ABC	3	amassed
club <nsubj avoided >obj sanction	club	avoided	sanction	2	9.9	ABC	3	avoided
club <nsubj made >obj appointment	club	made	appointment	2	9.9	ABC	3	made
clubs <nsubj lack >obj strength	clubs	lack	strength	2	9.9	ABC	3	lack
clubs <nsubj rejected >obj proposal	clubs	rejected	proposal	2	9.9	ABC	3	rejected
co-worker <nsubj work >obj shift	co-worker	work	shift	2	9.9	ABC	3	work
collaboration <nsubj marks >obj beginning	collaboration	marks	beginning	2	9.9	ABC	3	marks
colleges <nsubj have >obj degrees	colleges	have	degrees	2	9.9	ABC	3	have
colonists <nsubj introduced >obj cream	colonists	introduced	cream	2	9.9	ABC	3	introduced
columns <nsubj attacked >obj players	columns	attacked	players	2	9.9	ABC	3	attacked
commission <nsubj approved >obj type	commission	approved	type	2	9.9	ABC	3	approved
community <nsubj supported >obj players	community	supported	players	2	9.9	ABC	3	supported
companies <nsubj included >obj ones	companies	included	ones	2	9.9	ABC	3	included
company <nsubj finished >obj prototype	company	finished	prototype	2	9.9	ABC	3	finished
component <nsubj contains >obj proteins	component	contains	proteins	2	9.9	ABC	3	contains
confectioners <nsubj refined >obj method	confectioners	refined	method	2	9.9	ABC	3	refined
container <nsubj make >obj contact	container	make	contact	2	9.9	ABC	3	make
conversion <nsubj entailed >obj fitting	conversion	entailed	fitting	2	9.9	ABC	3	entailed
countries <nsubj have >obj regulations	countries	have	regulations	2	9.9	ABC	3	have
couple <nsubj had >obj son	couple	had	son	2	9.9	ABC	3	had
coups <nsubj cause >obj erosion	coups	cause	erosion	2	9.9	ABC	3	cause
cream <nsubj contain >obj air	cream	contain	air	2	9.9	ABC	3	contain
cream <nsubj has >obj phase	cream	has	phase	2	9.9	ABC	3	has
credits <nsubj included >obj series	credits	included	series	2	9.9	ABC	3	included
crews <nsubj saw >obj need	crews	saw	need	2	9.9	ABC	3	saw
crystals <nsubj create >obj smoothness	crystals	create	smoothness	2	9.9	ABC	3	create
cultures <nsubj developed >obj versions	cultures	developed	versions	2	9.9	ABC	3	developed
death <nsubj caused >obj unrest	death	caused	unrest	2	9.9	ABC	3	caused
death <nsubj gained >obj attention	death	gained	attention	2	9.9	ABC	3	gained
death <nsubj made >obj documentaries	death	made	documentaries	2	9.9	ABC	3	made
development <nsubj eliminated >obj need	development	eliminated	need	2	9.9	ABC	3	eliminated
development <nsubj outpaced >obj development	development	outpaced	development	2	9.9	ABC	3	outpaced
development <nsubj pose >obj barriers	development	pose	barriers	2	9.9	ABC	3	pose
dimensions <nsubj ensured >obj weight	dimensions	ensured	weight	2	9.9	ABC	3	ensured
distributors <nsubj sell >obj products	distributors	sell	products	2	9.9	ABC	3	sell
divisions <nsubj use >obj 37L	divisions	use	37L	2	9.9	ABC	3	use
doctrine <nsubj favoured >obj construction	doctrine	favoured	construction	2	9.9	ABC	3	favoured
earthquake <nsubj shakes >obj area	earthquake	shakes	area	2	9.9	ABC	3	shakes
edition <nsubj includes >obj recipe	edition	includes	recipe	2	9.9	ABC	3	includes
employees <nsubj conducted >obj rapes	employees	conducted	rapes	2	9.9	ABC	3	conducted
emulsifier <nsubj plays >obj role	emulsifier	plays	role	2	9.9	ABC	3	plays
emulsifiers <nsubj cause >obj diseases	emulsifiers	cause	diseases	2	9.9	ABC	3	cause
environment <nsubj attract >obj tourists	environment	attract	tourists	2	9.9	ABC	3	attract
episode <nsubj earned >obj rating	episode	earned	rating	2	9.9	ABC	3	earned
episode <nsubj received >obj reviews	episode	received	reviews	2	9.9	ABC	3	received
episode <nsubj scored >obj rating	episode	scored	rating	2	9.9	ABC	3	scored
examples <nsubj include >obj ethers	examples	include	ethers	2	9.9	ABC	3	include
executives <nsubj rejected >obj original	executives	rejected	original	2	9.9	ABC	3	rejected
factory <nsubj produced >obj bodies	factory	produced	bodies	2	9.9	ABC	3	produced
factory <nsubj secure >obj order	factory	secure	order	2	9.9	ABC	3	secure
farmer <nsubj created >obj well	farmer	created	well	2	9.9	ABC	3	created
farmers <nsubj cut >obj ice	farmers	cut	ice	2	9.9	ABC	3	cut
father <nsubj granted >obj duchy	father	granted	duchy	2	9.9	ABC	3	granted
featuring <nsubj begins >obj success	featuring	begins	success	2	9.9	ABC	3	begins
fellowships <nsubj identify >obj journalists	fellowships	identify	journalists	2	9.9	ABC	3	identify
fighters <nsubj entered >obj service	fighters	entered	service	2	9.9	ABC	3	entered
film <nsubj contains >obj appearances	film	contains	appearances	2	9.9	ABC	3	contains
film <nsubj contains >obj contradiction	film	contains	contradiction	2	9.9	ABC	3	contains
film <nsubj features >obj footage	film	features	footage	2	9.9	ABC	3	features
film <nsubj purchased >obj rights	film	purchased	rights	2	9.9	ABC	3	purchased
film <nsubj received >obj reviews	film	received	reviews	2	9.9	ABC	3	received
finale <nsubj reveals >obj ending	finale	reveals	ending	2	9.9	ABC	3	reveals
flag <nsubj precedes >obj name	flag	precedes	name	2	9.9	ABC	3	precedes
flexi <nsubj make >obj magazine	flexi	make	magazine	2	9.9	ABC	3	make
fluid <nsubj has >obj compressibility	fluid	has	compressibility	2	9.9	ABC	3	has
fluids <nsubj contain >obj range	fluids	contain	range	2	9.9	ABC	3	contain
fonts <nsubj use >obj designs	fonts	use	designs	2	9.9	ABC	3	use
forces <nsubj took >obj command	forces	took	command	2	9.9	ABC	3	took
fountain <nsubj replaced >obj establishments	fountain	replaced	establishments	2	9.9	ABC	3	replaced
gap <nsubj separated >obj teams	gap	separated	teams	2	9.9	ABC	3	separated
generation <nsubj catch >obj prototype	generation	catch	prototype	2	9.9	ABC	3	catch
government <nsubj confiscated >obj monasteries	government	confiscated	monasteries	2	9.9	ABC	3	confiscated
governments <nsubj regulate >obj use	governments	regulate	use	2	9.9	ABC	3	regulate
grandson <nsubj established >obj claim	grandson	established	claim	2	9.9	ABC	3	established
group <nsubj continues >obj tours	group	continues	tours	2	9.9	ABC	3	continues
group <nsubj provokes >obj admiration	group	provokes	admiration	2	9.9	ABC	3	provokes
groups <nsubj claimed >obj reduction	groups	claimed	reduction	2	9.9	ABC	3	claimed
guards <nsubj picked >obj girls	guards	picked	girls	2	9.9	ABC	3	picked
heads <nsubj take >obj character	heads	take	character	2	9.9	ABC	3	take
hiatus <nsubj stopped >obj tour	hiatus	stopped	tour	2	9.9	ABC	3	stopped
hieroglyphs <nsubj show >obj vessel	hieroglyphs	show	vessel	2	9.9	ABC	3	show
hills <nsubj provide >obj respite	hills	provide	respite	2	9.9	ABC	3	provide
horse <nsubj took >obj name	horse	took	name	2	9.9	ABC	3	took
house <nsubj had >obj tradition	house	had	tradition	2	9.9	ABC	3	had
inability <nsubj infringed >obj interests	inability	infringed	interests	2	9.9	ABC	3	infringed
influence <nsubj popularized >obj script	influence	popularized	script	2	9.9	ABC	3	popularized
inmates <nsubj alleging >obj rape	inmates	alleging	rape	2	9.9	ABC	3	alleging
inmates <nsubj organize >obj murder	inmates	organize	murder	2	9.9	ABC	3	organize
innovations <nsubj introduced >obj additives	innovations	introduced	additives	2	9.9	ABC	3	introduced
inquiry <nsubj questioned >obj credibility	inquiry	questioned	credibility	2	9.9	ABC	3	questioned
interactions <nsubj determine >obj properties	interactions	determine	properties	2	9.9	ABC	3	determine
inventors <nsubj patented >obj improvements	inventors	patented	improvements	2	9.9	ABC	3	patented
items <nsubj had >obj percentage	items	had	percentage	2	9.9	ABC	3	had
journalist <nsubj uncovered >obj story	journalist	uncovered	story	2	9.9	ABC	3	uncovered
law <nsubj impact >obj economy	law	impact	economy	2	9.9	ABC	3	impact
law <nsubj replaced >obj office	law	replaced	office	2	9.9	ABC	3	replaced
laws <nsubj alienated >obj people	laws	alienated	people	2	9.9	ABC	3	alienated
legislation <nsubj required >obj lockouts	legislation	required	lockouts	2	9.9	ABC	3	required
liaisons <nsubj harming >obj chances	liaisons	harming	chances	2	9.9	ABC	3	harming
lieutenants <nsubj seize >obj power	lieutenants	seize	power	2	9.9	ABC	3	seize
list <nsubj comprises >obj members	list	comprises	members	2	9.9	ABC	3	comprises
list <nsubj excludes >obj facilities	list	excludes	facilities	2	9.9	ABC	3	excludes
lockout <nsubj solved >obj problem	lockout	solved	problem	2	9.9	ABC	3	solved
lyrics <nsubj reinforce >obj ambience	lyrics	reinforce	ambience	2	9.9	ABC	3	reinforce
machine <nsubj fills >obj cone	machine	fills	cone	2	9.9	ABC	3	fills
magazine <nsubj maintained >obj reputation	magazine	maintained	reputation	2	9.9	ABC	3	maintained
majority <nsubj involve >obj men	majority	involve	men	2	9.9	ABC	3	involve
males <nsubj have >obj length	males	have	length	2	9.9	ABC	3	have
man <nsubj leaves >obj job	man	leaves	job	2	9.9	ABC	3	leaves
man <nsubj takes >obj place	man	takes	place	2	9.9	ABC	3	takes
managers <nsubj organised >obj conference	managers	organised	conference	2	9.9	ABC	3	organised
manufacturers <nsubj introduced >obj flavours	manufacturers	introduced	flavours	2	9.9	ABC	3	introduced
marks <nsubj take >obj form	marks	take	form	2	9.9	ABC	3	take
match <nsubj brought >obj measure	match	brought	measure	2	9.9	ABC	3	brought
members <nsubj include >obj educators	members	include	educators	2	9.9	ABC	3	include
members <nsubj published >obj essays	members	published	essays	2	9.9	ABC	3	published
members <nsubj represent >obj programs	members	represent	programs	2	9.9	ABC	3	represent
method <nsubj ensured >obj supply	method	ensured	supply	2	9.9	ABC	3	ensured
milk <nsubj circulated >obj recipe	milk	circulated	recipe	2	9.9	ABC	3	circulated
mix <nsubj include >obj components	mix	include	components	2	9.9	ABC	3	include
model <nsubj had >obj trailer	model	had	trailer	2	9.9	ABC	3	had
models <nsubj have >obj element	models	have	element	2	9.9	ABC	3	have
models <nsubj included >obj destroyers	models	included	destroyers	2	9.9	ABC	3	included
moisture <nsubj reduce >obj point	moisture	reduce	point	2	9.9	ABC	3	reduce
months <nsubj offer >obj weather	months	offer	weather	2	9.9	ABC	3	offer
moves <nsubj improve >obj position	moves	improve	position	2	9.9	ABC	3	improve
newspapers <nsubj severed >obj ties	newspapers	severed	ties	2	9.9	ABC	3	severed
notes <nsubj include >obj hoot	notes	include	hoot	2	9.9	ABC	3	include
novel <nsubj describes >obj rise	novel	describes	rise	2	9.9	ABC	3	describes
novel <nsubj envisioned >obj in thrall	novel	envisioned	in thrall	2	9.9	ABC	3	envisioned
number <nsubj have >obj properties	number	have	properties	2	9.9	ABC	3	have
officers <nsubj advocated >obj creation	officers	advocated	creation	2	9.9	ABC	3	advocated
opponents <nsubj form >obj organization	opponents	form	organization	2	9.9	ABC	3	form
organization <nsubj holds >obj banquet	organization	holds	banquet	2	9.9	ABC	3	holds
others <nsubj see >obj urgency	others	see	urgency	2	9.9	ABC	3	see
owl <nsubj lacks >obj tufts	owl	lacks	tufts	2	9.9	ABC	3	lacks
owners <nsubj blaming >obj laws	owners	blaming	laws	2	9.9	ABC	3	blaming
pair <nsubj admitted >obj involvement	pair	admitted	involvement	2	9.9	ABC	3	admitted
pair <nsubj bury >obj film	pair	bury	film	2	9.9	ABC	3	bury
pair <nsubj lost >obj ties	pair	lost	ties	2	9.9	ABC	3	lost
parade <nsubj gets >obj name	parade	gets	name	2	9.9	ABC	3	gets
parish <nsubj had >obj population	parish	had	population	2	9.9	ABC	3	had
part <nsubj awards >obj diploma	part	awards	diploma	2	9.9	ABC	3	awards
partnership <nsubj caused >obj rift	partnership	caused	rift	2	9.9	ABC	3	caused
patient <nsubj described >obj face	patient	described	face	2	9.9	ABC	3	described
patients <nsubj noted >obj descriptions	patients	noted	descriptions	2	9.9	ABC	3	noted
patrons <nsubj have >obj option	patrons	have	option	2	9.9	ABC	3	have
payments <nsubj widen >obj gap	payments	widen	gap	2	9.9	ABC	3	widen
pebbles <nsubj passed >obj process	pebbles	passed	process	2	9.9	ABC	3	passed
people <nsubj eat >obj litres	people	eat	litres	2	9.9	ABC	3	eat
people <nsubj have >obj intolerance	people	have	intolerance	2	9.9	ABC	3	have
performance <nsubj push >obj ranking	performance	push	ranking	2	9.9	ABC	3	push
performance <nsubj raised >obj ranking	performance	raised	ranking	2	9.9	ABC	3	raised
pilot <nsubj damaged >obj plane	pilot	damaged	plane	2	9.9	ABC	3	damaged
pilot <nsubj deploy >obj generator	pilot	deploy	generator	2	9.9	ABC	3	deploy
player <nsubj has >obj tokens	player	has	tokens	2	9.9	ABC	3	has
player <nsubj having >obj dealings	player	having	dealings	2	9.9	ABC	3	having
player <nsubj improve >obj position	player	improve	position	2	9.9	ABC	3	improve
player <nsubj worsen >obj position	player	worsen	position	2	9.9	ABC	3	worsen
players <nsubj faced >obj room	players	faced	room	2	9.9	ABC	3	faced
players <nsubj remove >obj tokens	players	remove	tokens	2	9.9	ABC	3	remove
players <nsubj take >obj turns	players	take	turns	2	9.9	ABC	3	take
players <nsubj tell >obj teammates	players	tell	teammates	2	9.9	ABC	3	tell
police <nsubj abused >obj detainees	police	abused	detainees	2	9.9	ABC	3	abused
police <nsubj referenced >obj clips	police	referenced	clips	2	9.9	ABC	3	referenced
poll <nsubj found >obj decline	poll	found	decline	2	9.9	ABC	3	found
poll <nsubj found >obj support	poll	found	support	2	9.9	ABC	3	found
pools <nsubj offer >obj haven	pools	offer	haven	2	9.9	ABC	3	offer
product <nsubj have >obj composition	product	have	composition	2	9.9	ABC	3	have
production <nsubj reduced >obj cost	production	reduced	cost	2	9.9	ABC	3	reduced
products <nsubj have >obj content	products	have	content	2	9.9	ABC	3	have
products <nsubj included >obj flavors	products	included	flavors	2	9.9	ABC	3	included
professionals <nsubj opposed >obj repeal	professionals	opposed	repeal	2	9.9	ABC	3	opposed
programs <nsubj require >obj students	programs	require	students	2	9.9	ABC	3	require
programs <nsubj use >obj lecture	programs	use	lecture	2	9.9	ABC	3	use
promotion <nsubj formed >obj part	promotion	formed	part	2	9.9	ABC	3	formed
psychologists <nsubj have >obj day	psychologists	have	day	2	9.9	ABC	3	have
pumps <nsubj provide >obj redundancy	pumps	provide	redundancy	2	9.9	ABC	3	provide
punch <nsubj restored >obj sight	punch	restored	sight	2	9.9	ABC	3	restored
pundits <nsubj tipping >obj team	pundits	tipping	team	2	9.9	ABC	3	tipping
quarters <nsubj support >obj laws	quarters	support	laws	2	9.9	ABC	3	support
ranking <nsubj assured >obj seed	ranking	assured	seed	2	9.9	ABC	3	assured
rape <nsubj has >obj history	rape	has	history	2	9.9	ABC	3	has
regiment <nsubj lost >obj officers	regiment	lost	officers	2	9.9	ABC	3	lost
regulations <nsubj defined >obj precinct	regulations	defined	precinct	2	9.9	ABC	3	defined
regulations <nsubj exempt >obj venues	regulations	exempt	venues	2	9.9	ABC	3	exempt
release <nsubj adds >obj support	release	adds	support	2	9.9	ABC	3	adds
remove >obj tokens >nsubj player	remove	tokens	player	2	9.9	ABC	3	remove
replacement <nsubj mastermind >obj survival	replacement	mastermind	survival	2	9.9	ABC	3	mastermind
report <nsubj showed >obj reduction	report	showed	reduction	2	9.9	ABC	3	showed
reports <nsubj noted >obj opposition	reports	noted	opposition	2	9.9	ABC	3	noted
residents <nsubj received >obj permission	residents	received	permission	2	9.9	ABC	3	received
resistance <nsubj attacked >obj factory	resistance	attacked	factory	2	9.9	ABC	3	attacked
restaurant <nsubj used >obj funistrada	restaurant	used	funistrada	2	9.9	ABC	3	used
restaurants <nsubj advertised >obj world	restaurants	advertised	world	2	9.9	ABC	3	advertised
results <nsubj have >obj consistency	results	have	consistency	2	9.9	ABC	3	have
revelations <nsubj discredited >obj accusers	revelations	discredited	accusers	2	9.9	ABC	3	discredited
review <nsubj considered >obj impact	review	considered	impact	2	9.9	ABC	3	considered
review <nsubj praised >obj performances	review	praised	performances	2	9.9	ABC	3	praised
revival <nsubj adapted >obj story	revival	adapted	story	2	9.9	ABC	3	adapted
rule <nsubj creates >obj vacuum	rule	creates	vacuum	2	9.9	ABC	3	creates
run <nsubj secure >obj return	run	secure	return	2	9.9	ABC	3	secure
scale <nsubj assigns >obj category	scale	assigns	category	2	9.9	ABC	3	assigns
scene <nsubj contains >obj song	scene	contains	song	2	9.9	ABC	3	contains
scribes <nsubj developed >obj sets	scribes	developed	sets	2	9.9	ABC	3	developed
script <nsubj formed >obj basis	script	formed	basis	2	9.9	ABC	3	formed
script <nsubj seen >obj use	script	seen	use	2	9.9	ABC	3	seen
season <nsubj saw >obj number	season	saw	number	2	9.9	ABC	3	saw
season <nsubj saw >obj wins	season	saw	wins	2	9.9	ABC	3	saw
seller <nsubj sells >obj cream	seller	sells	cream	2	9.9	ABC	3	sells
series <nsubj adapted >obj stories	series	adapted	stories	2	9.9	ABC	3	adapted
series <nsubj included >obj programmes	series	included	programmes	2	9.9	ABC	3	included
service <nsubj included >obj office	service	included	office	2	9.9	ABC	3	included
set <nsubj reaches >obj tiebreak	set	reaches	tiebreak	2	9.9	ABC	3	reaches
shape <nsubj take >obj form	shape	take	form	2	9.9	ABC	3	take
side <nsubj improved >obj form	side	improved	form	2	9.9	ABC	3	improved
sides <nsubj improved >obj form	sides	improved	form	2	9.9	ABC	3	improved
sides <nsubj increased >obj form	sides	increased	form	2	9.9	ABC	3	increased
single <nsubj features >obj snippets	single	features	snippets	2	9.9	ABC	3	features
situation <nsubj necessitated >obj sale	situation	necessitated	sale	2	9.9	ABC	3	necessitated
size <nsubj reflect >obj seriousness	size	reflect	seriousness	2	9.9	ABC	3	reflect
solar <nsubj delivered >obj GWh	solar	delivered	GWh	2	9.9	ABC	3	delivered
song <nsubj epitomises >obj pop	song	epitomises	pop	2	9.9	ABC	3	epitomises
song <nsubj features >obj appearance	song	features	appearance	2	9.9	ABC	3	features
song <nsubj features >obj verses	song	features	verses	2	9.9	ABC	3	features
song <nsubj reached >obj number	song	reached	number	2	9.9	ABC	3	reached
sources <nsubj describe >obj foods	sources	describe	foods	2	9.9	ABC	3	describe
sources <nsubj preserved >obj list	sources	preserved	list	2	9.9	ABC	3	preserved
space <nsubj describes >obj directions	space	describes	directions	2	9.9	ABC	3	describes
sponsors <nsubj reviewed >obj partnerships	sponsors	reviewed	partnerships	2	9.9	ABC	3	reviewed
squadron <nsubj had >obj tractors	squadron	had	tractors	2	9.9	ABC	3	had
stadium <nsubj holds >obj people	stadium	holds	people	2	9.9	ABC	3	holds
stadium <nsubj offers >obj capacity	stadium	offers	capacity	2	9.9	ABC	3	offers
standards <nsubj require >obj cream	standards	require	cream	2	9.9	ABC	3	require
station <nsubj celebrated >obj birthday	station	celebrated	birthday	2	9.9	ABC	3	celebrated
station <nsubj left >obj network	station	left	network	2	9.9	ABC	3	left
station <nsubj pay >obj fee	station	pay	fee	2	9.9	ABC	3	pay
students <nsubj used >obj cameras	students	used	cameras	2	9.9	ABC	3	used
studies <nsubj identified >obj area	studies	identified	area	2	9.9	ABC	3	identified
study <nsubj examined >obj woman	study	examined	woman	2	9.9	ABC	3	examined
study <nsubj put >obj number	study	put	number	2	9.9	ABC	3	put
study <nsubj reported >obj woman	study	reported	woman	2	9.9	ABC	3	reported
success <nsubj earned >obj entries	success	earned	entries	2	9.9	ABC	3	earned
summer <nsubj saw >obj number	summer	saw	number	2	9.9	ABC	3	saw
superposition <nsubj approaches >obj process	superposition	approaches	process	2	9.9	ABC	3	approaches
table <nsubj lists >obj functions	table	lists	functions	2	9.9	ABC	3	lists
table <nsubj lists >obj heads	table	lists	heads	2	9.9	ABC	3	lists
team <nsubj achieved >obj feat	team	achieved	feat	2	9.9	ABC	3	achieved
team <nsubj scored >obj goal	team	scored	goal	2	9.9	ABC	3	scored
team <nsubj won >obj championship	team	won	championship	2	9.9	ABC	3	won
teams <nsubj expressed >obj concerns	teams	expressed	concerns	2	9.9	ABC	3	expressed
teams <nsubj field >obj players	teams	field	players	2	9.9	ABC	3	field
teams <nsubj received >obj amounts	teams	received	amounts	2	9.9	ABC	3	received
theater <nsubj provides >obj seating	theater	provides	seating	2	9.9	ABC	3	provides
