Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
отделение <nsubj приняло >obj решение	отделение	приняло	решение	2	2.4	ABC	3	приняло
палата <nsubj выявила >obj нарушения	палата	выявила	нарушения	2	2.4	ABC	3	выявила
поддержка <nsubj играет >obj роль	поддержка	играет	роль	2	2.4	ABC	3	играет
подход <nsubj гарантирует >obj успех	подход	гарантирует	успех	2	2.4	ABC	3	гарантирует
полиция <nsubj задержала >obj жителя	полиция	задержала	жителя	2	2.4	ABC	3	задержала
полиция <nsubj начала >obj расследование	полиция	начала	расследование	2	2.4	ABC	3	начала
половину <obj покроет >nsubj кредит	половину	покроет	кредит	2	2.4	ABC	3	покроет
правительство <nsubj приняло >obj закон	правительство	приняло	закон	2	2.4	ABC	3	приняло
правительство <nsubj приняло >obj решение	правительство	приняло	решение	2	2.4	ABC	3	приняло
предприятия <nsubj получат >obj поддержку	предприятия	получат	поддержку	2	2.4	ABC	3	получат
президент <nsubj подписал >obj закон	президент	подписал	закон	2	2.4	ABC	3	подписал
примут >obj участие >nsubj спортсмены	примут	участие	спортсмены	2	2.4	ABC	3	примут
программа <nsubj представляет >obj инструмент	программа	представляет	инструмент	2	2.4	ABC	3	представляет
проект <nsubj дает >obj возможность	проект	дает	возможность	2	2.4	ABC	3	дает
прокуратура <nsubj возбудила >obj дело	прокуратура	возбудила	дело	2	2.4	ABC	3	возбудила
ситуация <nsubj вызвала >obj реакцию	ситуация	вызвала	реакцию	2	2.4	ABC	3	вызвала
ситуация <nsubj подчеркивает >obj важность	ситуация	подчеркивает	важность	2	2.4	ABC	3	подчеркивает
случай <nsubj вызывает >obj вопросы	случай	вызывает	вопросы	2	2.4	ABC	3	вызывает
суд <nsubj оставил >obj ограничения	суд	оставил	ограничения	2	2.4	ABC	3	оставил
суд <nsubj отклонил >obj иск	суд	отклонил	иск	2	2.4	ABC	3	отклонил
суд <nsubj предъявил >obj обвинения	суд	предъявил	обвинения	2	2.4	ABC	3	предъявил
суд <nsubj признал >obj право	суд	признал	право	2	2.4	ABC	3	признал
суд <nsubj принял >obj решение	суд	принял	решение	2	2.4	ABC	3	принял
суд <nsubj рассмотрит >obj дело	суд	рассмотрит	дело	2	2.4	ABC	3	рассмотрит
суд <nsubj удовлетворил >obj иск	суд	удовлетворил	иск	2	2.4	ABC	3	удовлетворил
течения <nsubj играют >obj роль	течения	играют	роль	2	2.4	ABC	3	играют
тренер <nsubj выразил >obj мнение	тренер	выразил	мнение	2	2.4	ABC	3	выразил
ученые <nsubj провели >obj исследование	ученые	провели	исследование	2	2.4	ABC	3	провели
учреждения <nsubj играют >obj роль	учреждения	играют	роль	2	2.4	ABC	3	играют
фильм <nsubj вызвал >obj реакцию	фильм	вызвал	реакцию	2	2.4	ABC	3	вызвал
хакеры <nsubj похитили >obj корреспонденцию	хакеры	похитили	корреспонденцию	2	2.4	ABC	3	похитили
центр <nsubj получил >obj название	центр	получил	название	2	2.4	ABC	3	получил
часть <nsubj заняла >obj место	часть	заняла	место	2	2.4	ABC	3	заняла
эксперты <nsubj высказывают >obj опасения	эксперты	высказывают	опасения	2	2.4	ABC	3	высказывают
-группа <nsubj провела >obj акцию	-группа	провела	акцию	1	1.2	ABC	3	провела
AvtoVAZ <nsubj suffered >obj loss	AvtoVAZ	suffered	loss	1	1.2	ABC	3	suffered
BBC <nsubj imposed >obj ban	BBC	imposed	ban	1	1.2	ABC	3	imposed
BBC <nsubj recognises >obj significance	BBC	recognises	significance	1	1.2	ABC	3	recognises
Investors <nsubj shown >obj interest	Investors	shown	interest	1	1.2	ABC	3	shown
MERS-CoV <nsubj предпочитает >obj дипептидилпептидазу	MERS-CoV	предпочитает	дипептидилпептидазу	1	1.2	ABC	3	предпочитает
Mail.ru <nsubj ведет >obj переговоры	Mail.ru	ведет	переговоры	1	1.2	ABC	3	ведет
Mr. <nsubj прислал >obj письмо	Mr.	прислал	письмо	1	1.2	ABC	3	прислал
Operators <nsubj make >obj decision	Operators	make	decision	1	1.2	ABC	3	make
Retailing <nsubj showed >obj results	Retailing	showed	results	1	1.2	ABC	3	showed
Rutube <nsubj given >obj ability	Rutube	given	ability	1	1.2	ABC	3	given
Shows <nsubj made >obj clips	Shows	made	clips	1	1.2	ABC	3	made
Specialists <nsubj taking >obj part	Specialists	taking	part	1	1.2	ABC	3	taking
agency <nsubj demonstrating >obj commitment	agency	demonstrating	commitment	1	1.2	ABC	3	demonstrating
agency <nsubj drafting >obj instructions	agency	drafting	instructions	1	1.2	ABC	3	drafting
agency <nsubj forecasted >obj outlook	agency	forecasted	outlook	1	1.2	ABC	3	forecasted
agency <nsubj revoked >obj documents	agency	revoked	documents	1	1.2	ABC	3	revoked
aircraft <nsubj performing >obj manoeuvres	aircraft	performing	manoeuvres	1	1.2	ABC	3	performing
application <nsubj analyzes >obj information	application	analyzes	information	1	1.2	ABC	3	analyzes
astronauts <nsubj consumed >obj alcohol	astronauts	consumed	alcohol	1	1.2	ABC	3	consumed
automaker <nsubj had >obj concerns	automaker	had	concerns	1	1.2	ABC	3	had
band <nsubj announced >obj disbandment	band	announced	disbandment	1	1.2	ABC	3	announced
book <nsubj covers >obj range	book	covers	range	1	1.2	ABC	3	covers
book <nsubj include >obj material	book	include	material	1	1.2	ABC	3	include
brand <nsubj announce >obj names	brand	announce	names	1	1.2	ABC	3	announce
brand <nsubj held >obj show	brand	held	show	1	1.2	ABC	3	held
cameras <nsubj analyze >obj behavior	cameras	analyze	behavior	1	1.2	ABC	3	analyze
capsule <nsubj has >obj shape	capsule	has	shape	1	1.2	ABC	3	has
carrier <nsubj cancelled >obj flights	carrier	cancelled	flights	1	1.2	ABC	3	cancelled
ceremony <nsubj took >obj place	ceremony	took	place	1	1.2	ABC	3	took
comments <nsubj prompted >obj call	comments	prompted	call	1	1.2	ABC	3	prompted
companies <nsubj exploring >obj development	companies	exploring	development	1	1.2	ABC	3	exploring
company <nsubj launched >obj brand	company	launched	brand	1	1.2	ABC	3	launched
company <nsubj released >obj app	company	released	app	1	1.2	ABC	3	released
competition <nsubj receive >obj prize	competition	receive	prize	1	1.2	ABC	3	receive
costs <nsubj increase >obj presence	costs	increase	presence	1	1.2	ABC	3	increase
decision <nsubj affects >obj way	decision	affects	way	1	1.2	ABC	3	affects
decision <nsubj have >obj implications	decision	have	implications	1	1.2	ABC	3	have
decision <nsubj sparked >obj outrage	decision	sparked	outrage	1	1.2	ABC	3	sparked
delay <nsubj sparked >obj outrage	delay	sparked	outrage	1	1.2	ABC	3	sparked
demonstration <nsubj play >obj role	demonstration	play	role	1	1.2	ABC	3	play
development <nsubj plays >obj role	development	plays	role	1	1.2	ABC	3	plays
dogs <nsubj made >obj contributions	dogs	made	contributions	1	1.2	ABC	3	made
dogs <nsubj receive >obj recognition	dogs	receive	recognition	1	1.2	ABC	3	receive
draft <nsubj includes >obj addition	draft	includes	addition	1	1.2	ABC	3	includes
efforts <nsubj enjoying >obj support	efforts	enjoying	support	1	1.2	ABC	3	enjoying
enterprises <nsubj require >obj robots	enterprises	require	robots	1	1.2	ABC	3	require
fans <nsubj awaiting >obj release	fans	awaiting	release	1	1.2	ABC	3	awaiting
game <nsubj feature >obj content	game	feature	content	1	1.2	ABC	3	feature
game <nsubj hit >obj shelves	game	hit	shelves	1	1.2	ABC	3	hit
game <nsubj received >obj praise	game	received	praise	1	1.2	ABC	3	received
government <nsubj supports >obj campaign	government	supports	campaign	1	1.2	ABC	3	supports
headlines <nsubj caught >obj attention	headlines	caught	attention	1	1.2	ABC	3	caught
incident <nsubj caused >obj concern	incident	caused	concern	1	1.2	ABC	3	caused
increase <nsubj forcing >obj importers	increase	forcing	importers	1	1.2	ABC	3	forcing
investors <nsubj lost >obj faith	investors	lost	faith	1	1.2	ABC	3	lost
lack <nsubj generated >obj controversy	lack	generated	controversy	1	1.2	ABC	3	generated
mall <nsubj experienced >obj increase	mall	experienced	increase	1	1.2	ABC	3	experienced
months <nsubj allowed >obj developers	months	allowed	developers	1	1.2	ABC	3	allowed
move <nsubj follows >obj publication	move	follows	publication	1	1.2	ABC	3	follows
office <nsubj reviewing >obj complaint	office	reviewing	complaint	1	1.2	ABC	3	reviewing
organizers <nsubj promised >obj prizes	organizers	promised	prizes	1	1.2	ABC	3	promised
owners <nsubj received >obj awards	owners	received	awards	1	1.2	ABC	3	received
paper <nsubj has >obj website	paper	has	website	1	1.2	ABC	3	has
party <nsubj wins >obj elections	party	wins	elections	1	1.2	ABC	3	wins
percent <nsubj evaluated >obj work	percent	evaluated	work	1	1.2	ABC	3	evaluated
percent <nsubj regarded >obj performance	percent	regarded	performance	1	1.2	ABC	3	regarded
percent <nsubj regarded >obj work	percent	regarded	work	1	1.2	ABC	3	regarded
plane <nsubj had >obj trouble	plane	had	trouble	1	1.2	ABC	3	had
platform <nsubj takes >obj content	platform	takes	content	1	1.2	ABC	3	takes
psychologists <nsubj took >obj part	psychologists	took	part	1	1.2	ABC	3	took
release <nsubj include >obj video	release	include	video	1	1.2	ABC	3	include
report <nsubj found >obj evidence	report	found	evidence	1	1.2	ABC	3	found
report <nsubj takes >obj funds	report	takes	funds	1	1.2	ABC	3	takes
representative <nsubj told >obj correspondent	representative	told	correspondent	1	1.2	ABC	3	told
round <nsubj take >obj place	round	take	place	1	1.2	ABC	3	take
schoolboy <nsubj received >obj reward	schoolboy	received	reward	1	1.2	ABC	3	received
service <nsubj attain >obj prominence	service	attain	prominence	1	1.2	ABC	3	attain
site <nsubj had >obj impact	site	had	impact	1	1.2	ABC	3	had
site <nsubj removed >obj video	site	removed	video	1	1.2	ABC	3	removed
son <nsubj considers >obj rumors	son	considers	rumors	1	1.2	ABC	3	considers
statements <nsubj harmed >obj company	statements	harmed	company	1	1.2	ABC	3	harmed
stores <nsubj announced >obj departure	stores	announced	departure	1	1.2	ABC	3	announced
support <nsubj enabled >obj companies	support	enabled	companies	1	1.2	ABC	3	enabled
system <nsubj transfers >obj image	system	transfers	image	1	1.2	ABC	3	transfers
teams <nsubj displaying >obj strengths	teams	displaying	strengths	1	1.2	ABC	3	displaying
text <nsubj portrays >obj visit	text	portrays	visit	1	1.2	ABC	3	portrays
tourists <nsubj appreciate >obj architecture	tourists	appreciate	architecture	1	1.2	ABC	3	appreciate
uploader <nsubj share >obj revenue	uploader	share	revenue	1	1.2	ABC	3	share
videos <nsubj play >obj role	videos	play	role	1	1.2	ABC	3	play
website <nsubj published >obj trove	website	published	trove	1	1.2	ABC	3	published
Ёити <nsubj получил >obj пост	Ёити	получил	пост	1	1.2	ABC	3	получил
Авиагруппа <nsubj произведла >obj наступление	Авиагруппа	произведла	наступление	1	1.2	ABC	3	произведла
Автодор <nsubj предоставил >obj платежи	Автодор	предоставил	платежи	1	1.2	ABC	3	предоставил
Автомобили <nsubj перевозили >obj известь	Автомобили	перевозили	известь	1	1.2	ABC	3	перевозили
Автор <nsubj бросил >obj дела	Автор	бросил	дела	1	1.2	ABC	3	бросил
Автор <nsubj вскрывает >obj проблему	Автор	вскрывает	проблему	1	1.2	ABC	3	вскрывает
Автор <nsubj вставил >obj мысли	Автор	вставил	мысли	1	1.2	ABC	3	вставил
Автор <nsubj встретил >obj ленинградцев	Автор	встретил	ленинградцев	1	1.2	ABC	3	встретил
Автор <nsubj выражает >obj идею	Автор	выражает	идею	1	1.2	ABC	3	выражает
Автор <nsubj выражает >obj отвращение	Автор	выражает	отвращение	1	1.2	ABC	3	выражает
Автор <nsubj выражает >obj позицию	Автор	выражает	позицию	1	1.2	ABC	3	выражает
Автор <nsubj выражает >obj радость	Автор	выражает	радость	1	1.2	ABC	3	выражает
Автор <nsubj выражает >obj чувства	Автор	выражает	чувства	1	1.2	ABC	3	выражает
Автор <nsubj выражал >obj недоумение	Автор	выражал	недоумение	1	1.2	ABC	3	выражал
Автор <nsubj выразил >obj озабоченность	Автор	выразил	озабоченность	1	1.2	ABC	3	выразил
Автор <nsubj высказывает >obj мнение	Автор	высказывает	мнение	1	1.2	ABC	3	высказывает
Автор <nsubj говорил >obj слова	Автор	говорил	слова	1	1.2	ABC	3	говорил
Автор <nsubj дает >obj впечатления	Автор	дает	впечатления	1	1.2	ABC	3	дает
Автор <nsubj дал >obj деньги	Автор	дал	деньги	1	1.2	ABC	3	дал
Автор <nsubj делает >obj вывод	Автор	делает	вывод	1	1.2	ABC	3	делает
Автор <nsubj запросил >obj защиту	Автор	запросил	защиту	1	1.2	ABC	3	запросил
Автор <nsubj имеет >obj опыт	Автор	имеет	опыт	1	1.2	ABC	3	имеет
Автор <nsubj комментирует >obj опыт	Автор	комментирует	опыт	1	1.2	ABC	3	комментирует
Автор <nsubj критикует >obj замирение	Автор	критикует	замирение	1	1.2	ABC	3	критикует
Автор <nsubj назвала >obj подругу	Автор	назвала	подругу	1	1.2	ABC	3	назвала
Автор <nsubj написал >obj письмо	Автор	написал	письмо	1	1.2	ABC	3	написал
Автор <nsubj ненавидит >obj братию	Автор	ненавидит	братию	1	1.2	ABC	3	ненавидит
Автор <nsubj обратил >obj внимание	Автор	обратил	внимание	1	1.2	ABC	3	обратил
Автор <nsubj обсуждает >obj планы	Автор	обсуждает	планы	1	1.2	ABC	3	обсуждает
Автор <nsubj объяснили >obj причины	Автор	объяснили	причины	1	1.2	ABC	3	объяснили
Автор <nsubj описывает >obj аспекты	Автор	описывает	аспекты	1	1.2	ABC	3	описывает
Автор <nsubj описывает >obj день	Автор	описывает	день	1	1.2	ABC	3	описывает
Автор <nsubj описывает >obj знакомство	Автор	описывает	знакомство	1	1.2	ABC	3	описывает
Автор <nsubj описывает >obj отношение	Автор	описывает	отношение	1	1.2	ABC	3	описывает
Автор <nsubj описывает >obj планы	Автор	описывает	планы	1	1.2	ABC	3	описывает
Автор <nsubj описывает >obj трудности	Автор	описывает	трудности	1	1.2	ABC	3	описывает
Автор <nsubj осуждает >obj людей	Автор	осуждает	людей	1	1.2	ABC	3	осуждает
Автор <nsubj открыл >obj газету	Автор	открыл	газету	1	1.2	ABC	3	открыл
Автор <nsubj отметил >obj работу	Автор	отметил	работу	1	1.2	ABC	3	отметил
Автор <nsubj отметил >obj радость	Автор	отметил	радость	1	1.2	ABC	3	отметил
Автор <nsubj отмечает >obj аресты	Автор	отмечает	аресты	1	1.2	ABC	3	отмечает
Автор <nsubj отмечала >obj события	Автор	отмечала	события	1	1.2	ABC	3	отмечала
Автор <nsubj передает >obj настроение	Автор	передает	настроение	1	1.2	ABC	3	передает
Автор <nsubj пишет >obj письмо	Автор	пишет	письмо	1	1.2	ABC	3	пишет
Автор <nsubj подготовил >obj программу	Автор	подготовил	программу	1	1.2	ABC	3	подготовил
Автор <nsubj получает >obj жалованье	Автор	получает	жалованье	1	1.2	ABC	3	получает
Автор <nsubj предлагает >obj сравнение	Автор	предлагает	сравнение	1	1.2	ABC	3	предлагает
Автор <nsubj приводит >obj пример	Автор	приводит	пример	1	1.2	ABC	3	приводит
Автор <nsubj приводит >obj примеры	Автор	приводит	примеры	1	1.2	ABC	3	приводит
Автор <nsubj пригласил >obj господина	Автор	пригласил	господина	1	1.2	ABC	3	пригласил
Автор <nsubj провел >obj учет	Автор	провел	учет	1	1.2	ABC	3	провел
Автор <nsubj проводил >obj вечер	Автор	проводил	вечер	1	1.2	ABC	3	проводил
Автор <nsubj продолжили >obj перевод	Автор	продолжили	перевод	1	1.2	ABC	3	продолжили
Автор <nsubj раскрывает >obj эмоции	Автор	раскрывает	эмоции	1	1.2	ABC	3	раскрывает
Автор <nsubj собирал >obj перлы	Автор	собирал	перлы	1	1.2	ABC	3	собирал
Автор <nsubj сравнивает >obj жизнь	Автор	сравнивает	жизнь	1	1.2	ABC	3	сравнивает
Автор <nsubj упоминает >obj факт	Автор	упоминает	факт	1	1.2	ABC	3	упоминает
Автор <nsubj цитировал >obj отрывки	Автор	цитировал	отрывки	1	1.2	ABC	3	цитировал
Автор <nsubj читает >obj книги	Автор	читает	книги	1	1.2	ABC	3	читает
Автор <nsubj чувствует >obj вражду	Автор	чувствует	вражду	1	1.2	ABC	3	чувствует
Автор <nsubj чувствует >obj стыд	Автор	чувствует	стыд	1	1.2	ABC	3	чувствует
Автор <nsubj чувствует >obj счастье	Автор	чувствует	счастье	1	1.2	ABC	3	чувствует
Авторы <nsubj выражают >obj озабоченность	Авторы	выражают	озабоченность	1	1.2	ABC	3	выражают
Авторы <nsubj выразили >obj надежду	Авторы	выразили	надежду	1	1.2	ABC	3	выразили
Авторы <nsubj делают >obj вывод	Авторы	делают	вывод	1	1.2	ABC	3	делают
Авторы <nsubj потеряли >obj энергию	Авторы	потеряли	энергию	1	1.2	ABC	3	потеряли
Авторы <nsubj ставили >obj цель	Авторы	ставили	цель	1	1.2	ABC	3	ставили
Адвокат <nsubj назвал >obj инцидент	Адвокат	назвал	инцидент	1	1.2	ABC	3	назвал
Адвокат <nsubj подал >obj жалобу	Адвокат	подал	жалобу	1	1.2	ABC	3	подал
Адвокат <nsubj подтвердил >obj информацию	Адвокат	подтвердил	информацию	1	1.2	ABC	3	подтвердил
Адвокаты <nsubj запрашивают >obj освобождение	Адвокаты	запрашивают	освобождение	1	1.2	ABC	3	запрашивают
Адвокаты <nsubj запрашивают >obj снисхождение	Адвокаты	запрашивают	снисхождение	1	1.2	ABC	3	запрашивают
Адвокаты <nsubj запросили >obj приостановку	Адвокаты	запросили	приостановку	1	1.2	ABC	3	запросили
Адвокаты <nsubj подали >obj ходатайство	Адвокаты	подали	ходатайство	1	1.2	ABC	3	подали
Администрация <nsubj выполняет >obj функции	Администрация	выполняет	функции	1	1.2	ABC	3	выполняет
Администрация <nsubj высказала >obj недовольство	Администрация	высказала	недовольство	1	1.2	ABC	3	высказала
Администрация <nsubj имеет >obj возможность	Администрация	имеет	возможность	1	1.2	ABC	3	имеет
Администрация <nsubj начала >obj расследование	Администрация	начала	расследование	1	1.2	ABC	3	начала
Администрация <nsubj обеспечивает >obj реализацию	Администрация	обеспечивает	реализацию	1	1.2	ABC	3	обеспечивает
Администрация <nsubj осуществляет >obj деятельность	Администрация	осуществляет	деятельность	1	1.2	ABC	3	осуществляет
Администрация <nsubj подтвердила >obj готовность	Администрация	подтвердила	готовность	1	1.2	ABC	3	подтвердила
Администрация <nsubj привлекает >obj поселения	Администрация	привлекает	поселения	1	1.2	ABC	3	привлекает
Администрация <nsubj принимала >obj участие	Администрация	принимала	участие	1	1.2	ABC	3	принимала
Администрация <nsubj проводит >obj консультации	Администрация	проводит	консультации	1	1.2	ABC	3	проводит
Администрация <nsubj разрабатывает >obj планы	Администрация	разрабатывает	планы	1	1.2	ABC	3	разрабатывает
Айверсон <nsubj выразил >obj удовлетворение	Айверсон	выразил	удовлетворение	1	1.2	ABC	3	выразил
Академия <nsubj прибила >obj доску	Академия	прибила	доску	1	1.2	ABC	3	прибила
Актеры <nsubj хвалили >obj спектакль	Актеры	хвалили	спектакль	1	1.2	ABC	3	хвалили
Активисты <nsubj начали >obj сбор	Активисты	начали	сбор	1	1.2	ABC	3	начали
Алтай <nsubj даёт >obj возможность	Алтай	даёт	возможность	1	1.2	ABC	3	даёт
Альбом <nsubj включит >obj песни	Альбом	включит	песни	1	1.2	ABC	3	включит
Американец <nsubj дал >obj ставку	Американец	дал	ставку	1	1.2	ABC	3	дал
Аналитики <nsubj оценили >obj влияние	Аналитики	оценили	влияние	1	1.2	ABC	3	оценили
Аналитики <nsubj прогнозировали >obj рост	Аналитики	прогнозировали	рост	1	1.2	ABC	3	прогнозировали
Аналитики <nsubj прогнозировали >obj сокращение	Аналитики	прогнозировали	сокращение	1	1.2	ABC	3	прогнозировали
Аналитики <nsubj связывают >obj падение	Аналитики	связывают	падение	1	1.2	ABC	3	связывают
Аппарат <nsubj контролирует >obj вопросы	Аппарат	контролирует	вопросы	1	1.2	ABC	3	контролирует
Аппарат <nsubj поддерживает >obj сеть	Аппарат	поддерживает	сеть	1	1.2	ABC	3	поддерживает
Арбитр <nsubj выполнял >obj обязанности	Арбитр	выполнял	обязанности	1	1.2	ABC	3	выполнял
Арбитр <nsubj получил >obj поддержку	Арбитр	получил	поддержку	1	1.2	ABC	3	получил
Архимандрит <nsubj привез >obj мощи	Архимандрит	привез	мощи	1	1.2	ABC	3	привез
Архитекторы <nsubj принимают >obj состояние	Архитекторы	принимают	состояние	1	1.2	ABC	3	принимают
Астрономы <nsubj использовали >obj телескопы	Астрономы	использовали	телескопы	1	1.2	ABC	3	использовали
Атаку <obj осуществил >nsubj боевик	Атаку	осуществил	боевик	1	1.2	ABC	3	осуществил
Аудиторы <nsubj выявили >obj множество	Аудиторы	выявили	множество	1	1.2	ABC	3	выявили
Ахмат <nsubj набрал >obj очко	Ахмат	набрал	очко	1	1.2	ABC	3	набрал
Бабосюк <obj встретили >nsubj родственники	Бабосюк	встретили	родственники	1	1.2	ABC	3	встретили
Бабы <nsubj хватают >obj детей	Бабы	хватают	детей	1	1.2	ABC	3	хватают
Банк <nsubj продал >obj активы	Банк	продал	активы	1	1.2	ABC	3	продал
Банк <nsubj установил >obj курс	Банк	установил	курс	1	1.2	ABC	3	установил
Батальон <nsubj опубликовал >obj сообщение	Батальон	опубликовал	сообщение	1	1.2	ABC	3	опубликовал
Бетти <nsubj приписывает >obj долголетность	Бетти	приписывает	долголетность	1	1.2	ABC	3	приписывает
Бизнесмен <nsubj подал >obj иск	Бизнесмен	подал	иск	1	1.2	ABC	3	подал
Биологи <nsubj обнаружили >obj вид	Биологи	обнаружили	вид	1	1.2	ABC	3	обнаружили
Бледность <nsubj означает >obj бледность	Бледность	означает	бледность	1	1.2	ABC	3	означает
Блок <nsubj имеет >obj оборудование	Блок	имеет	оборудование	1	1.2	ABC	3	имеет
Блокировка <nsubj вызвала >obj напряженность	Блокировка	вызвала	напряженность	1	1.2	ABC	3	вызвала
Бог <nsubj посылал >obj погоду	Бог	посылал	погоду	1	1.2	ABC	3	посылал
Боевики <nsubj взяли >obj ответственность	Боевики	взяли	ответственность	1	1.2	ABC	3	взяли
Боевики <nsubj заняли >obj позиции	Боевики	заняли	позиции	1	1.2	ABC	3	заняли
