Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
патриоти <nsubj подпишат >obj споразумение	патриоти	подпишат	споразумение	8		ABC	3	подпишат
Сайтът <nsubj носи >obj отговорност	Сайтът	носи	отговорност	8		ABC	3	носи
училища <nsubj получили >obj лева	училища	получили	лева	8		ABC	3	получили
Сесията <nsubj гласува >obj отчета	Сесията	гласува	отчета	8		ABC	3	гласува
крал <nsubj имал >obj правото	крал	имал	правото	8		ABC	3	имал
кадри <obj имат >nsubj партньори	кадри	имат	партньори	8		ABC	3	имат
Законът <nsubj налага >obj ограничения	Законът	налага	ограничения	8		ABC	3	налага
процента <nsubj подкрепиха >obj правителството	процента	подкрепиха	правителството	8		ABC	3	подкрепиха
реферът <nsubj отсъди >obj дузпа	реферът	отсъди	дузпа	8		ABC	3	отсъди
Природозащитниците <nsubj полагат >obj усиля	Природозащитниците	полагат	усиля	8		ABC	3	полагат
Проектът <nsubj подобри >obj капацитета	Проектът	подобри	капацитета	8		ABC	3	подобри
Съдът <nsubj постанови >obj решение	Съдът	постанови	решение	8		ABC	3	постанови
Компанията <nsubj залага >obj увеличение	Компанията	залага	увеличение	8		ABC	3	залага
калкан <nsubj заля >obj пазара	калкан	заля	пазара	8		ABC	3	заля
Документите <nsubj дават >obj представа	Документите	дават	представа	8		ABC	3	дават
президентът <nsubj дават >obj сведения	президентът	дават	сведения	8		ABC	3	дават
решение <nsubj лишава >obj трибуната	решение	лишава	трибуната	8		ABC	3	лишава
Шефът <nsubj нанесе >obj удар	Шефът	нанесе	удар	8		ABC	3	нанесе
министри <nsubj запазят >obj постовете	министри	запазят	постовете	8		ABC	3	запазят
Клиентката <nsubj превела >obj сумата	Клиентката	превела	сумата	8		ABC	3	превела
държава <nsubj подпомогне >obj обучението	държава	подпомогне	обучението	8		ABC	3	подпомогне
акт <nsubj затруднява >obj промяна	акт	затруднява	промяна	8		ABC	3	затруднява
субсидия <nsubj надвишаваше >obj бюджета	субсидия	надвишаваше	бюджета	8		ABC	3	надвишаваше
екипи <nsubj оказали >obj съдействие	екипи	оказали	съдействие	8		ABC	3	оказали
позиции <nsubj получиха >obj евро	позиции	получиха	евро	8		ABC	3	получиха
дружеството <nsubj изготви >obj системи	дружеството	изготви	системи	8		ABC	3	изготви
дом <nsubj разпространи >obj сведения	дом	разпространи	сведения	8		ABC	3	разпространи
правителството <nsubj има >obj право	правителството	има	право	8		ABC	3	има
децата <nsubj заключват >obj родители	децата	заключват	родители	8		ABC	3	заключват
Министърът <nsubj издаде >obj заповед	Министърът	издаде	заповед	8		ABC	3	издаде
удар <obj очакват >nsubj производителите	удар	очакват	производителите	7		ABC	3	очакват
сила <nsubj получи >obj мандат	сила	получи	мандат	7		ABC	3	получи
компаниите <nsubj имат >obj резерви	компаниите	имат	резерви	7		ABC	3	имат
партията <nsubj представила >obj тройка	партията	представила	тройка	7		ABC	3	представила
сълзите <nsubj разкъсват >obj сърцето	сълзите	разкъсват	сърцето	6		ABC	3	разкъсват
Д-р <nsubj представи >obj приоритетите	Д-р	представи	приоритетите	6		ABC	3	представи
министър <nsubj отправил >obj клевета	министър	отправил	клевета	6		ABC	3	отправил
вкус <obj дава >nsubj еритрозинът	вкус	дава	еритрозинът	6		ABC	3	дава
фактът <nsubj доказва >obj намерението	фактът	доказва	намерението	6		ABC	3	доказва
владетелят <nsubj поискал >obj риба	владетелят	поискал	риба	6		ABC	3	поискал
човек <nsubj изразил >obj позиция	човек	изразил	позиция	6		ABC	3	изразил
г-жа <nsubj организира >obj натиск	г-жа	организира	натиск	6		ABC	3	организира
съвет <nsubj разгледа >obj предложението	съвет	разгледа	предложението	6		ABC	3	разгледа
отговорите <nsubj изискват >obj познаване	отговорите	изискват	познаване	6		ABC	3	изискват
работодателите <nsubj вдигнат >obj цените	работодателите	вдигнат	цените	6		ABC	3	вдигнат
училища <nsubj приемат >obj деца	училища	приемат	деца	6		ABC	3	приемат
съвет <nsubj разгледа >obj мерки	съвет	разгледа	мерки	6		ABC	3	разгледа
Министерство <nsubj изказва >obj благодарност	Министерство	изказва	благодарност	6		ABC	3	изказва
вот <nsubj внесе >obj разделения	вот	внесе	разделения	6		ABC	3	внесе
Министерство <nsubj оказа >obj съдействие	Министерство	оказа	съдействие	6		ABC	3	оказа
дружество <nsubj внесе >obj предложение	дружество	внесе	предложение	6		ABC	3	внесе
отбора <nsubj направиха >obj мач	отбора	направиха	мач	6		ABC	3	направиха
среда <nsubj остават >obj пречки	среда	остават	пречки	6		ABC	3	остават
Резултатът <nsubj възпроизвежда >obj парламент	Резултатът	възпроизвежда	парламент	6		ABC	3	възпроизвежда
резултат <nsubj определи >obj бъдещето	резултат	определи	бъдещето	6		ABC	3	определи
Програмите <nsubj имали >obj черти	Програмите	имали	черти	6		ABC	3	имали
Кр. <nsubj подал >obj сигнал	Кр.	подал	сигнал	6		ABC	3	подал
органите <nsubj свършат >obj работата	органите	свършат	работата	6		ABC	3	свършат
Очичките <nsubj ронят >obj сълзи	Очичките	ронят	сълзи	6		ABC	3	ронят
линии <nsubj обслужват >obj ул.	линии	обслужват	ул.	6		ABC	3	обслужват
отбор <nsubj покаже >obj игра	отбор	покаже	игра	6		ABC	3	покаже
лицата <nsubj нямат >obj имунитет	лицата	нямат	имунитет	6		ABC	3	нямат
партии <nsubj намерят >obj решение	партии	намерят	решение	6		ABC	3	намерят
Бургазлията <nsubj пробутал >obj книжка	Бургазлията	пробутал	книжка	6		ABC	3	пробутал
Кметът <nsubj посрещна >obj посланика	Кметът	посрещна	посланика	6		ABC	3	посрещна
Липсата <nsubj застрашава >obj кампания	Липсата	застрашава	кампания	6		ABC	3	застрашава
прокуратура <nsubj предаде >obj група	прокуратура	предаде	група	6		ABC	3	предаде
прокуратура <nsubj прекратила >obj разследването	прокуратура	прекратила	разследването	6		ABC	3	прекратила
Седмицата <nsubj има >obj лого	Седмицата	има	лого	6		ABC	3	има
власти <nsubj започнаха >obj процедура	власти	започнаха	процедура	6		ABC	3	започнаха
прокуратурата <nsubj създала >obj спънки	прокуратурата	създала	спънки	6		ABC	3	създала
Виното <nsubj насърчава >obj отделяне	Виното	насърчава	отделяне	6		ABC	3	насърчава
Следователите <nsubj открили >obj планове	Следователите	открили	планове	6		ABC	3	открили
Компанията <nsubj сглобяваше >obj модели	Компанията	сглобяваше	модели	6		ABC	3	сглобяваше
вещество <nsubj забавя >obj развитието	вещество	забавя	развитието	6		ABC	3	забавя
вино <nsubj насърчава >obj загубата	вино	насърчава	загубата	6		ABC	3	насърчава
кралят <nsubj познал >obj подмяната	кралят	познал	подмяната	6		ABC	3	познал
награди <obj взеха >nsubj инспектори	награди	взеха	инспектори	6		ABC	3	взеха
Компанията <nsubj създаде >obj мрежи	Компанията	създаде	мрежи	6		ABC	3	създаде
емоции <obj предизвика >nsubj вечер	емоции	предизвика	вечер	6		ABC	3	предизвика
вода <nsubj прекъсне >obj водоснабдяването	вода	прекъсне	водоснабдяването	6		ABC	3	прекъсне
Левицата <nsubj има >obj принос	Левицата	има	принос	6		ABC	3	има
спадът <nsubj засегнал >obj ТЕЦ	спадът	засегнал	ТЕЦ	6		ABC	3	засегнал
Синът <nsubj става >obj депутат	Синът	става	депутат	6		ABC	3	става
мениджърите <nsubj предвиждат >obj запазване	мениджърите	предвиждат	запазване	6		ABC	3	предвиждат
съвет <nsubj проведе >obj заседание	съвет	проведе	заседание	6		ABC	3	проведе
човек <nsubj има >obj силата	човек	има	силата	6		ABC	3	има
Сайта <nsubj носи >obj отговорност	Сайта	носи	отговорност	6		ABC	3	носи
работилница <nsubj изработва >obj средства	работилница	изработва	средства	6		ABC	3	изработва
риба <nsubj предизвикала >obj смях	риба	предизвикала	смях	6		ABC	3	предизвикала
съвет <nsubj предприеме >obj действия	съвет	предприеме	действия	6		ABC	3	предприеме
Наглостта <nsubj няма >obj граници	Наглостта	няма	граници	6		ABC	3	няма
Нападателят <nsubj направи >obj рейд	Нападателят	направи	рейд	6		ABC	3	направи
директори <nsubj имали >obj разговори	директори	имали	разговори	6		ABC	3	имали
звено <nsubj привлече >obj д-р	звено	привлече	д-р	6		ABC	3	привлече
Евродепутатът <nsubj подчерта >obj роля	Евродепутатът	подчерта	роля	6		ABC	3	подчерта
стабилност <nsubj гарантира >obj предвидимост	стабилност	гарантира	предвидимост	6		ABC	3	гарантира
Иранците <nsubj правят >obj шеги	Иранците	правят	шеги	6		ABC	3	правят
лидерът <nsubj коментира >obj призива	лидерът	коментира	призива	6		ABC	3	коментира
депутатите <nsubj подкрепиха >obj инициативата	депутатите	подкрепиха	инициативата	6		ABC	3	подкрепиха
Изпитът <nsubj проверява >obj знания	Изпитът	проверява	знания	6		ABC	3	проверява
диети <nsubj изключват >obj алкохола	диети	изключват	алкохола	6		ABC	3	изключват
Патриотите <nsubj поискали >obj министерства	Патриотите	поискали	министерства	6		ABC	3	поискали
значение <obj има >nsubj замърсяването	значение	има	замърсяването	6		ABC	3	има
Производителите <nsubj плащат >obj милиарда	Производителите	плащат	милиарда	6		ABC	3	плащат
Патриотите <nsubj имат >obj представа	Патриотите	имат	представа	6		ABC	3	имат
деца <nsubj използват >obj услугите	деца	използват	услугите	6		ABC	3	използват
дейности <nsubj осигурят >obj управление	дейности	осигурят	управление	6		ABC	3	осигурят
служители <nsubj демонстрират >obj дейностите	служители	демонстрират	дейностите	6		ABC	3	демонстрират
деца <nsubj заобичат >obj фигурки	деца	заобичат	фигурки	6		ABC	3	заобичат
Отцепването <nsubj сложи >obj край	Отцепването	сложи	край	6		ABC	3	сложи
напитка <nsubj има >obj ефект	напитка	има	ефект	6		ABC	3	има
служителите <nsubj открили >obj пособия	служителите	открили	пособия	6		ABC	3	открили
Изданието <nsubj цитира >obj министъра	Изданието	цитира	министъра	6		ABC	3	цитира
туристи <nsubj плащат >obj пакети	туристи	плащат	пакети	6		ABC	3	плащат
Инспектори <nsubj иззеха >obj метра	Инспектори	иззеха	метра	6		ABC	3	иззеха
транспорт <nsubj обслужва >obj спирки	транспорт	обслужва	спирки	6		ABC	3	обслужва
Обединение <nsubj постигна >obj резултат	Обединение	постигна	резултат	6		ABC	3	постигна
наредба <nsubj произвела >obj споразумение	наредба	произвела	споразумение	6		ABC	3	произвела
Носителят <nsubj разкрие >obj тайните	Носителят	разкрие	тайните	6		ABC	3	разкрие
Производителите <nsubj харчат >obj пари	Производителите	харчат	пари	6		ABC	3	харчат
заболяемост <nsubj засяга >obj хора	заболяемост	засяга	хора	6		ABC	3	засяга
Председателят <nsubj поздрави >obj председателя	Председателят	поздрави	председателя	6		ABC	3	поздрави
Призът <obj получи >nsubj инж.	Призът	получи	инж.	6		ABC	3	получи
граждани <nsubj гласуваха >obj подкрепа	граждани	гласуваха	подкрепа	6		ABC	3	гласуваха
Законът <nsubj сложи >obj край	Законът	сложи	край	6		ABC	3	сложи
ръководители <nsubj демонстрират >obj действия	ръководители	демонстрират	действия	6		ABC	3	демонстрират
хората <nsubj ползват >obj облекло	хората	ползват	облекло	6		ABC	3	ползват
Президентът <nsubj откри >obj форум	Президентът	откри	форум	6		ABC	3	откри
част <nsubj изискват >obj знания	част	изискват	знания	6		ABC	3	изискват
Експертиза <nsubj откри >obj нарушения	Експертиза	откри	нарушения	6		ABC	3	откри
ограничение <nsubj стимулира >obj отделянето	ограничение	стимулира	отделянето	6		ABC	3	стимулира
Поскъпването <nsubj удари >obj домакинства	Поскъпването	удари	домакинства	6		ABC	3	удари
гостите <nsubj пропуснаха >obj положение	гостите	пропуснаха	положение	6		ABC	3	пропуснаха
топката <nsubj преминала >obj голлинията	топката	преминала	голлинията	6		ABC	3	преминала
заповед <nsubj гарантира >obj събирането	заповед	гарантира	събирането	6		ABC	3	гарантира
телевизията <nsubj има >obj директор	телевизията	има	директор	6		ABC	3	има
част <nsubj предполага >obj умения	част	предполага	умения	6		ABC	3	предполага
министър <nsubj има >obj правомощия	министър	има	правомощия	6		ABC	3	има
левицата <nsubj провеждаше >obj консултации	левицата	провеждаше	консултации	6		ABC	3	провеждаше
музей <nsubj има >obj функция	музей	има	функция	6		ABC	3	има
усложнения <nsubj поразили >obj зрението	усложнения	поразили	зрението	6		ABC	3	поразили
избpaници <nsubj нямaт >obj жилищe	избpaници	нямaт	жилищe	6		ABC	3	нямaт
Изпитът <nsubj продължава >obj часа	Изпитът	продължава	часа	6		ABC	3	продължава
столицата <nsubj задава >obj тенденция	столицата	задава	тенденция	6		ABC	3	задава
градът <nsubj промени >obj облика	градът	промени	облика	6		ABC	3	промени
музей <nsubj означава >obj среда	музей	означава	среда	6		ABC	3	означава
честването <nsubj продължи >obj седмица	честването	продължи	седмица	6		ABC	3	продължи
управител <nsubj издаде >obj заповед	управител	издаде	заповед	6		ABC	3	издаде
Посещенията <nsubj бележат >obj ръст	Посещенията	бележат	ръст	6		ABC	3	бележат
взеха >obj участие >nsubj заместник-председателите	взеха	участие	заместник-председателите	6		ABC	3	взеха
кандидати <nsubj отправяли >obj заплахи	кандидати	отправяли	заплахи	6		ABC	3	отправяли
подсъдимият <nsubj получавал >obj сума	подсъдимият	получавал	сума	6		ABC	3	получавал
Возилото <nsubj получи >obj прозвището	Возилото	получи	прозвището	6		ABC	3	получи
адвокатка <nsubj възстановила >obj щетите	адвокатка	възстановила	щетите	6		ABC	3	възстановила
патриоти <nsubj искат >obj министри	патриоти	искат	министри	6		ABC	3	искат
каса <nsubj дописали >obj Закона	каса	дописали	Закона	6		ABC	3	дописали
Специалистът <nsubj изказа >obj мнение	Специалистът	изказа	мнение	6		ABC	3	изказа
Фондация <nsubj осигури >obj подкрепа	Фондация	осигури	подкрепа	6		ABC	3	осигури
победата <nsubj има >obj значение	победата	има	значение	6		ABC	3	има
познайник <nsubj напусна >obj събрание	познайник	напусна	събрание	6		ABC	3	напусна
посланикът <nsubj изрази >obj радостта	посланикът	изрази	радостта	6		ABC	3	изрази
агенция <nsubj изпълнила >obj функции	агенция	изпълнила	функции	6		ABC	3	изпълнила
Анкетата <nsubj отчита >obj нарастване	Анкетата	отчита	нарастване	6		ABC	3	отчита
АЕЦ <nsubj имал >obj разходи	АЕЦ	имал	разходи	6		ABC	3	имал
Бизнесът <nsubj иска >obj правила	Бизнесът	иска	правила	6		ABC	3	иска
Хващането <nsubj покрива >obj състава	Хващането	покрива	състава	6		ABC	3	покрива
президентът <nsubj провежда >obj консултации	президентът	провежда	консултации	6		ABC	3	провежда
патриоти <nsubj имат >obj представители	патриоти	имат	представители	6		ABC	3	имат
комикът <nsubj впрегнал >obj връзки	комикът	впрегнал	връзки	6		ABC	3	впрегнал
кадри <nsubj носят >obj негативи	кадри	носят	негативи	6		ABC	3	носят
информираността <nsubj привлече >obj съмишленици	информираността	привлече	съмишленици	6		ABC	3	привлече
Tанц <nsubj радват >obj жители	Tанц	радват	жители	6		ABC	3	радват
Състав <nsubj потвърди >obj наказание	Състав	потвърди	наказание	6		ABC	3	потвърди
шега <nsubj става >obj реалност	шега	става	реалност	6		ABC	3	става
Блусът <nsubj носи >obj името	Блусът	носи	името	6		ABC	3	носи
Управлението <nsubj гарантира >obj стабилността	Управлението	гарантира	стабилността	6		ABC	3	гарантира
Тестът <nsubj включва >obj въпроси	Тестът	включва	въпроси	6		ABC	3	включва
половината <nsubj имат >obj разстройство	половината	имат	разстройство	6		ABC	3	имат
Българите <nsubj имаха >obj възможност	Българите	имаха	възможност	6		ABC	3	имаха
Участниците <nsubj представят >obj материал	Участниците	представят	материал	6		ABC	3	представят
бизнесът <nsubj има >obj желание	бизнесът	има	желание	6		ABC	3	има
Страх <nsubj сковали >obj телевизиите	Страх	сковали	телевизиите	6		ABC	3	сковали
организацията <nsubj осигури >obj база	организацията	осигури	база	6		ABC	3	осигури
правителство <nsubj обяви >obj план	правителство	обяви	план	6		ABC	3	обяви
пререкания <nsubj скапвали >obj отношенията	пререкания	скапвали	отношенията	6		ABC	3	скапвали
кмет <nsubj заяви >obj амбицията	кмет	заяви	амбицията	6		ABC	3	заяви
Участие <obj вземат >nsubj ученици	Участие	вземат	ученици	6		ABC	3	вземат
бизнесмен <nsubj теглил >obj хиляди	бизнесмен	теглил	хиляди	6		ABC	3	теглил
Алергиите <nsubj представляват >obj отговор	Алергиите	представляват	отговор	6		ABC	3	представляват
Участниците <nsubj имат >obj възможността	Участниците	имат	възможността	6		ABC	3	имат
правителство <nsubj създаде >obj хаос	правителство	създаде	хаос	6		ABC	3	създаде
взеха >obj участие >nsubj отбори	взеха	участие	отбори	6		ABC	3	взеха
политик <nsubj потърси >obj убежище	политик	потърси	убежище	6		ABC	3	потърси
производителите <nsubj харчат >obj милиона	производителите	харчат	милиона	6		ABC	3	харчат
партиите <nsubj намерят >obj формула	партиите	намерят	формула	6		ABC	3	намерят
Спътникът <nsubj хвърли >obj предмет	Спътникът	хвърли	предмет	6		ABC	3	хвърли
кампанията <nsubj набира >obj средства	кампанията	набира	средства	6		ABC	3	набира
Хората <nsubj ползват >obj облекло	Хората	ползват	облекло	5		ABC	3	ползват
Животните <nsubj прекарват >obj заболяването	Животните	прекарват	заболяването	5		ABC	3	прекарват
Отговорност <obj носят >nsubj източниците	Отговорност	носят	източниците	5		ABC	3	носят
Вдигането <nsubj прави >obj %	Вдигането	прави	%	5		ABC	3	прави
дядо <nsubj започва >obj работа	дядо	започва	работа	5		ABC	3	започва
съд <nsubj наредил >obj ограничаване	съд	наредил	ограничаване	5		ABC	3	наредил
Общината <nsubj инвестира >obj лв.	Общината	инвестира	лв.	4		ABC	3	инвестира
деца <nsubj проявяват >obj любопитство	деца	проявяват	любопитство	4		ABC	3	проявяват
страна <nsubj изпълнява >obj ангажименти	страна	изпълнява	ангажименти	4		ABC	3	изпълнява
деца <nsubj получат >obj очила	деца	получат	очила	4		ABC	3	получат
ХУДОЖНИЦИ <nsubj ИЗРИСУВАХА >obj ЯЙЦА	ХУДОЖНИЦИ	ИЗРИСУВАХА	ЯЙЦА	4		ABC	3	ИЗРИСУВАХА
деца <nsubj ползват >obj %	деца	ползват	%	4		ABC	3	ползват
подсъдимата <nsubj получила >obj евро	подсъдимата	получила	евро	4		ABC	3	получила
Хайки <obj започва >nsubj дирекция	Хайки	започва	дирекция	4		ABC	3	започва
Учениците <nsubj имат >obj възможност	Учениците	имат	възможност	4		ABC	3	имат
столицата <nsubj има >obj остатък	столицата	има	остатък	4		ABC	3	има
правнук <nsubj има >obj обръщение	правнук	има	обръщение	4		ABC	3	има
хората <nsubj усетили >obj мирис	хората	усетили	мирис	4		ABC	3	усетили
Наредба <nsubj регламентира >obj зона	Наредба	регламентира	зона	4		ABC	3	регламентира
Община <nsubj организират >obj състезание	Община	организират	състезание	4		ABC	3	организират
старозагорци <nsubj записаха >obj победи	старозагорци	записаха	победи	4		ABC	3	записаха
старецът <nsubj извади >obj протмоне	старецът	извади	протмоне	4		ABC	3	извади
столичани <nsubj направят >obj равносметка	столичани	направят	равносметка	4		ABC	3	направят
мъже <nsubj обикалят >obj пазара	мъже	обикалят	пазара	4		ABC	3	обикалят
стадионът <nsubj получи >obj категория	стадионът	получи	категория	4		ABC	3	получи
актьори <nsubj прочетат >obj откъси	актьори	прочетат	откъси	4		ABC	3	прочетат
джаджи <nsubj съдържали >obj колекция	джаджи	съдържали	колекция	4		ABC	3	съдържали
докторантът <nsubj изнесе >obj урок	докторантът	изнесе	урок	4		ABC	3	изнесе
Начинът <nsubj обуславя >obj опасност	Начинът	обуславя	опасност	4		ABC	3	обуславя
стойност <obj имат >nsubj догори	стойност	имат	догори	4		ABC	3	имат
домакините <nsubj запознаят >obj участниците	домакините	запознаят	участниците	4		ABC	3	запознаят
правителството <nsubj започне >obj проучване	правителството	започне	проучване	4		ABC	3	започне
преговорите <nsubj отбелязали >obj напредък	преговорите	отбелязали	напредък	4		ABC	3	отбелязали
спирка <nsubj привлече >obj вниманието	спирка	привлече	вниманието	4		ABC	3	привлече
Хората <nsubj изразили >obj волята	Хората	изразили	волята	4		ABC	3	изразили
Няма >obj значение >nsubj министър-председателят	Няма	значение	министър-председателят	4		ABC	3	Няма
спиране <nsubj изписвало >obj вежди	спиране	изписвало	вежди	4		ABC	3	изписвало
специалистите <nsubj получат >obj информация	специалистите	получат	информация	4		ABC	3	получат
архитектите <nsubj измислят >obj решения	архитектите	измислят	решения	4		ABC	3	измислят
деяния <obj подсъдима <nsubj извършила	деяния	подсъдима	извършила	4		ABC	3	извършила
народът <nsubj нарича >obj санитари	народът	нарича	санитари	4		ABC	3	нарича
председателят <nsubj даде >obj обяснение	председателят	даде	обяснение	4		ABC	3	даде
случай <obj документираха >nsubj жители	случай	документираха	жители	4		ABC	3	документираха
социолози <nsubj наричат >obj natives	социолози	наричат	natives	4		ABC	3	наричат
ФК <nsubj получава >obj оферти	ФК	получава	оферти	4		ABC	3	получава
позиция <obj държи >nsubj съветник	позиция	държи	съветник	4		ABC	3	държи
председателят <nsubj подавал >obj оставка	председателят	подавал	оставка	4		ABC	3	подавал
Ученици <nsubj изработят >obj облекла	Ученици	изработят	облекла	4		ABC	3	изработят
скраб <nsubj премахва >obj петна	скраб	премахва	петна	4		ABC	3	премахва
детето <nsubj изгуби >obj парите	детето	изгуби	парите	4		ABC	3	изгуби
множеството <nsubj станат >obj част	множеството	станат	част	4		ABC	3	станат
детето <nsubj извърши >obj плащане	детето	извърши	плащане	4		ABC	3	извърши
наука <nsubj има >obj нужда	наука	има	нужда	4		ABC	3	има
Побетителите <nsubj получат >obj награди	Побетителите	получат	награди	4		ABC	3	получат
председателят <nsubj сезира >obj прокурор	председателят	сезира	прокурор	4		ABC	3	сезира
представител <nsubj бъде >obj капитана	представител	бъде	капитана	4		ABC	3	бъде
Пакетът <nsubj съдържа >obj планове	Пакетът	съдържа	планове	4		ABC	3	съдържа
армейците <nsubj нямат >obj успех	армейците	нямат	успех	4		ABC	3	нямат
представители <nsubj подкрепят >obj кабинет	представители	подкрепят	кабинет	4		ABC	3	подкрепят
снемането <nsubj отнело >obj минути	снемането	отнело	минути	4		ABC	3	отнело
Периодът <nsubj има >obj значение	Периодът	има	значение	4		ABC	3	има
представители <nsubj посрещнаха >obj група	представители	посрещнаха	група	4		ABC	3	посрещнаха
бизнесмен <nsubj има >obj намерения	бизнесмен	има	намерения	4		ABC	3	има
Отличничката <nsubj написала >obj есе	Отличничката	написала	есе	4		ABC	3	написала
наемането <nsubj оказва >obj задача	наемането	оказва	задача	4		ABC	3	оказва
предаване <nsubj нямаше >obj смелостта	предаване	нямаше	смелостта	4		ABC	3	нямаше
Халфът <nsubj направи >obj добавка	Халфът	направи	добавка	4		ABC	3	направи
десница <nsubj поставила >obj ултиматум	десница	поставила	ултиматум	4		ABC	3	поставила
Община <nsubj уведомява >obj жителите	Община	уведомява	жителите	4		ABC	3	уведомява
мъже <nsubj проявили >obj симптоми	мъже	проявили	симптоми	4		ABC	3	проявили
Операцията <nsubj продължи >obj часа	Операцията	продължи	часа	4		ABC	3	продължи
Организаторите <nsubj подготвили >obj подаръци	Организаторите	подготвили	подаръци	4		ABC	3	подготвили
сол <nsubj защити >obj зъби	сол	защити	зъби	4		ABC	3	защити
десницата <nsubj представи >obj ред	десницата	представи	ред	4		ABC	3	представи
Фондация <nsubj повишила >obj капациетата	Фондация	повишила	капациетата	4		ABC	3	повишила
пленумът <nsubj направи >obj анализ	пленумът	направи	анализ	4		ABC	3	направи
Фирмите <nsubj ползват >obj %	Фирмите	ползват	%	4		ABC	3	ползват
плейбой <nsubj има >obj намерение	плейбой	има	намерение	4		ABC	3	има
предмети <nsubj наказва >obj лишаване	предмети	наказва	лишаване	4		ABC	3	наказва
планът <nsubj предвижда >obj поскъпване	планът	предвижда	поскъпване	4		ABC	3	предвижда
правителство <nsubj предава >obj жителите	правителство	предава	жителите	4		ABC	3	предава
планове <nsubj имат >obj недостатъци	планове	имат	недостатъци	4		ABC	3	имат
