Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
kebijakan <nsubj memberikan >obj dampak	kebijakan	memberikan	dampak	5	4.3	ABC	3	memberikan
masyarakat <nsubj mematuhi >obj aturan	masyarakat	mematuhi	aturan	5	4.3	ABC	3	mematuhi
masyarakat <nsubj memilih >obj calon	masyarakat	memilih	calon	5	4.3	ABC	3	memilih
orang <nsubj bertanggung >obj jawab	orang	bertanggung	jawab	5	4.3	ABC	3	bertanggung
orang <nsubj meninggal >obj dunia	orang	meninggal	dunia	5	4.3	ABC	3	meninggal
pelaku <nsubj melarikan >obj diri	pelaku	melarikan	diri	5	4.3	ABC	3	melarikan
pemerintah <nsubj melakukan >obj langkah	pemerintah	melakukan	langkah	5	4.3	ABC	3	melakukan
pemilih <nsubj menggunakan >obj hak	pemilih	menggunakan	hak	5	4.3	ABC	3	menggunakan
suhu <nsubj mencapai >obj derajat	suhu	mencapai	derajat	5	4.3	ABC	3	mencapai
tim <nsubj menunjukkan >obj performa	tim	menunjukkan	performa	5	4.3	ABC	3	menunjukkan
warga <nsubj menggunakan >obj hak	warga	menggunakan	hak	5	4.3	ABC	3	menggunakan
Hal <nsubj menimbulkan >obj kekhawatiran	Hal	menimbulkan	kekhawatiran	4	3.5	ABC	3	menimbulkan
Hal <nsubj menjadi >obj faktor	Hal	menjadi	faktor	4	3.5	ABC	3	menjadi
Hal <nsubj menjadi >obj harapan	Hal	menjadi	harapan	4	3.5	ABC	3	menjadi
Kabar <nsubj menjadi >obj perbincangan	Kabar	menjadi	perbincangan	4	3.5	ABC	3	menjadi
Keputusan <nsubj mendapat >obj dukungan	Keputusan	mendapat	dukungan	4	3.5	ABC	3	mendapat
Penangkapan <nsubj merupakan >obj hasil	Penangkapan	merupakan	hasil	4	3.5	ABC	3	merupakan
Pertandingan <nsubj menjadi >obj laga	Pertandingan	menjadi	laga	4	3.5	ABC	3	menjadi
Pertandingan <nsubj menjadi >obj ujian	Pertandingan	menjadi	ujian	4	3.5	ABC	3	menjadi
Pertemuan <nsubj membahas >obj isu	Pertemuan	membahas	isu	4	3.5	ABC	3	membahas
hal <nsubj menjadi >obj masalah	hal	menjadi	masalah	4	3.5	ABC	3	menjadi
hal <nsubj menjadi >obj perhatian	hal	menjadi	perhatian	4	3.5	ABC	3	menjadi
importir <nsubj melakukan >obj tindakan	importir	melakukan	tindakan	4	3.5	ABC	3	melakukan
kapal <nsubj memenuhi >obj standar	kapal	memenuhi	standar	4	3.5	ABC	3	memenuhi
kasus <nsubj menjadi >obj sorotan	kasus	menjadi	sorotan	4	3.5	ABC	3	menjadi
masyarakat <nsubj memberikan >obj dukungan	masyarakat	memberikan	dukungan	4	3.5	ABC	3	memberikan
masyarakat <nsubj memilih >obj pemimpin	masyarakat	memilih	pemimpin	4	3.5	ABC	3	memilih
masyarakat <nsubj memiliki >obj hak	masyarakat	memiliki	hak	4	3.5	ABC	3	memiliki
masyarakat <nsubj merasakan >obj manfaat	masyarakat	merasakan	manfaat	4	3.5	ABC	3	merasakan
partisipasi <nsubj mencapai >obj persen	partisipasi	mencapai	persen	4	3.5	ABC	3	mencapai
pejabat <nsubj menjadi >obj korban	pejabat	menjadi	korban	4	3.5	ABC	3	menjadi
pelaku <nsubj dijatuhi >obj hukuman	pelaku	dijatuhi	hukuman	4	3.5	ABC	3	dijatuhi
pemain <nsubj mencetak >obj gol	pemain	mencetak	gol	4	3.5	ABC	3	mencetak
pemerintah <nsubj melakukan >obj tindakan	pemerintah	melakukan	tindakan	4	3.5	ABC	3	melakukan
pemerintah <nsubj memberikan >obj insentif	pemerintah	memberikan	insentif	4	3.5	ABC	3	memberikan
pemerintah <nsubj mengeluarkan >obj kebijakan	pemerintah	mengeluarkan	kebijakan	4	3.5	ABC	3	mengeluarkan
pemerintah <nsubj menjamin >obj keamanan	pemerintah	menjamin	keamanan	4	3.5	ABC	3	menjamin
pemilih <nsubj memilih >obj calon	pemilih	memilih	calon	4	3.5	ABC	3	memilih
penghargaan <nsubj menjadi >obj motivasi	penghargaan	menjadi	motivasi	4	3.5	ABC	3	menjadi
pertandingan <nsubj menjadi >obj pertandingan	pertandingan	menjadi	pertandingan	4	3.5	ABC	3	menjadi
petugas <nsubj melakukan >obj pengecekan	petugas	melakukan	pengecekan	4	3.5	ABC	3	melakukan
pihak <nsubj melakukan >obj investigasi	pihak	melakukan	investigasi	4	3.5	ABC	3	melakukan
pihak <nsubj melakukan >obj tindakan	pihak	melakukan	tindakan	4	3.5	ABC	3	melakukan
proyek <nsubj merupakan >obj proyek	proyek	merupakan	proyek	4	3.5	ABC	3	merupakan
sektor <nsubj menjadi >obj sektor	sektor	menjadi	sektor	4	3.5	ABC	3	menjadi
situasi <nsubj menjadi >obj faktor	situasi	menjadi	faktor	4	3.5	ABC	3	menjadi
upaya <nsubj membuahkan >obj hasil	upaya	membuahkan	hasil	4	3.5	ABC	3	membuahkan
utang <nsubj menjadi >obj ancaman	utang	menjadi	ancaman	4	3.5	ABC	3	menjadi
Banjir <nsubj terjadi >obj akibat	Banjir	terjadi	akibat	3	2.6	ABC	3	terjadi
Gol <nsubj menjadi >obj gol	Gol	menjadi	gol	3	2.6	ABC	3	menjadi
Hal <nsubj membantu >obj pihak	Hal	membantu	pihak	3	2.6	ABC	3	membantu
Hal <nsubj memberikan >obj peluang	Hal	memberikan	peluang	3	2.6	ABC	3	memberikan
Hal <nsubj membuat >obj masyarakat	Hal	membuat	masyarakat	3	2.6	ABC	3	membuat
Hal <nsubj membuat >obj petugas	Hal	membuat	petugas	3	2.6	ABC	3	membuat
Hal <nsubj membuat >obj pihak	Hal	membuat	pihak	3	2.6	ABC	3	membuat
Hal <nsubj membuka >obj peluang	Hal	membuka	peluang	3	2.6	ABC	3	membuka
Hal <nsubj mendapat >obj dukungan	Hal	mendapat	dukungan	3	2.6	ABC	3	mendapat
Hal <nsubj menjadi >obj alasan	Hal	menjadi	alasan	3	2.6	ABC	3	menjadi
Hal <nsubj menjadi >obj catatan	Hal	menjadi	catatan	3	2.6	ABC	3	menjadi
Hal <nsubj menjadi >obj masalah	Hal	menjadi	masalah	3	2.6	ABC	3	menjadi
Hal <nsubj menjadi >obj motivasi	Hal	menjadi	motivasi	3	2.6	ABC	3	menjadi
Hal <nsubj menjadi >obj peringatan	Hal	menjadi	peringatan	3	2.6	ABC	3	menjadi
Hal <nsubj merupakan >obj bentuk	Hal	merupakan	bentuk	3	2.6	ABC	3	merupakan
Hal <nsubj merupakan >obj upaya	Hal	merupakan	upaya	3	2.6	ABC	3	merupakan
Harga <nsubj mengalami >obj kenaikan	Harga	mengalami	kenaikan	3	2.6	ABC	3	mengalami
Kabar <nsubj membuat >obj publik	Kabar	membuat	publik	3	2.6	ABC	3	membuat
Kapal <nsubj membawa >obj orang	Kapal	membawa	orang	3	2.6	ABC	3	membawa
Kasus <nsubj menjadi >obj kasus	Kasus	menjadi	kasus	3	2.6	ABC	3	menjadi
Keamanan <nsubj menjadi >obj prioritas	Keamanan	menjadi	prioritas	3	2.6	ABC	3	menjadi
Kecelakaan <nsubj menyisakan >obj duka	Kecelakaan	menyisakan	duka	3	2.6	ABC	3	menyisakan
Kejadian <nsubj menimbulkan >obj kekhawatiran	Kejadian	menimbulkan	kekhawatiran	3	2.6	ABC	3	menimbulkan
Kejadian <nsubj menjadi >obj bukti	Kejadian	menjadi	bukti	3	2.6	ABC	3	menjadi
Kejadian <nsubj menjadi >obj contoh	Kejadian	menjadi	contoh	3	2.6	ABC	3	menjadi
Kejadian <nsubj menjadi >obj sorotan	Kejadian	menjadi	sorotan	3	2.6	ABC	3	menjadi
Keputusan <nsubj mendapatkan >obj dukungan	Keputusan	mendapatkan	dukungan	3	2.6	ABC	3	mendapatkan
Keputusan <nsubj menjadi >obj kabar	Keputusan	menjadi	kabar	3	2.6	ABC	3	menjadi
Mantan <nsubj menjadi >obj sorotan	Mantan	menjadi	sorotan	3	2.6	ABC	3	menjadi
Masalah <nsubj menjadi >obj perhatian	Masalah	menjadi	perhatian	3	2.6	ABC	3	menjadi
Pasangan <nsubj menjadi >obj pasangan	Pasangan	menjadi	pasangan	3	2.6	ABC	3	menjadi
Pasangan <nsubj menjadi >obj sorotan	Pasangan	menjadi	sorotan	3	2.6	ABC	3	menjadi
Pemain <nsubj mencetak >obj gol	Pemain	mencetak	gol	3	2.6	ABC	3	mencetak
Pemilihan <nsubj menjadi >obj ajang	Pemilihan	menjadi	ajang	3	2.6	ABC	3	menjadi
Pemilihan <nsubj menjadi >obj momen	Pemilihan	menjadi	momen	3	2.6	ABC	3	menjadi
Pemilihan <nsubj menjadi >obj sorotan	Pemilihan	menjadi	sorotan	3	2.6	ABC	3	menjadi
Pemilihan <nsubj merupakan >obj momen	Pemilihan	merupakan	momen	3	2.6	ABC	3	merupakan
Penemuan <nsubj menjadi >obj perhatian	Penemuan	menjadi	perhatian	3	2.6	ABC	3	menjadi
Peristiwa <nsubj menjadi >obj pengingat	Peristiwa	menjadi	pengingat	3	2.6	ABC	3	menjadi
Pertandingan <nsubj menjadi >obj pertemuan	Pertandingan	menjadi	pertemuan	3	2.6	ABC	3	menjadi
Pertarungan <nsubj mempertaruhkan >obj gelar	Pertarungan	mempertaruhkan	gelar	3	2.6	ABC	3	mempertaruhkan
Pilkada <nsubj menjadi >obj ajang	Pilkada	menjadi	ajang	3	2.6	ABC	3	menjadi
Proses <nsubj memakan >obj waktu	Proses	memakan	waktu	3	2.6	ABC	3	memakan
Proyek <nsubj merupakan >obj proyek	Proyek	merupakan	proyek	3	2.6	ABC	3	merupakan
Serangan <nsubj merupakan >obj serangan	Serangan	merupakan	serangan	3	2.6	ABC	3	merupakan
aparat <nsubj menjaga >obj netralitasnya	aparat	menjaga	netralitasnya	3	2.6	ABC	3	menjaga
berita <nsubj menjadi >obj perbincangan	berita	menjadi	perbincangan	3	2.6	ABC	3	menjadi
berita <nsubj menjadi >obj sorotan	berita	menjadi	sorotan	3	2.6	ABC	3	menjadi
calon <nsubj mempersiapkan >obj diri	calon	mempersiapkan	diri	3	2.6	ABC	3	mempersiapkan
daerah <nsubj menggelar >obj pemilihan	daerah	menggelar	pemilihan	3	2.6	ABC	3	menggelar
daerah <nsubj menjadi >obj daerah	daerah	menjadi	daerah	3	2.6	ABC	3	menjadi
ekspansi <nsubj merupakan >obj bagian	ekspansi	merupakan	bagian	3	2.6	ABC	3	merupakan
ekspor <nsubj mengalami >obj penurunan	ekspor	mengalami	penurunan	3	2.6	ABC	3	mengalami
hal <nsubj membawa >obj dampak	hal	membawa	dampak	3	2.6	ABC	3	membawa
impor <nsubj mengalami >obj penurunan	impor	mengalami	penurunan	3	2.6	ABC	3	mengalami
importir <nsubj melakukan >obj penipuan	importir	melakukan	penipuan	3	2.6	ABC	3	melakukan
isu <nsubj menjadi >obj perhatian	isu	menjadi	perhatian	3	2.6	ABC	3	menjadi
isu <nsubj menjadi >obj topik	isu	menjadi	topik	3	2.6	ABC	3	menjadi
jaket <nsubj memiliki >obj makna	jaket	memiliki	makna	3	2.6	ABC	3	memiliki
jumlah <nsubj mengalami >obj penurunan	jumlah	mengalami	penurunan	3	2.6	ABC	3	mengalami
kabar <nsubj menjadi >obj sorotan	kabar	menjadi	sorotan	3	2.6	ABC	3	menjadi
kantor <nsubj buka >obj layanan	kantor	buka	layanan	3	2.6	ABC	3	buka
kebijakan <nsubj membawa >obj dampak	kebijakan	membawa	dampak	3	2.6	ABC	3	membawa
kebijakan <nsubj memberikan >obj manfaat	kebijakan	memberikan	manfaat	3	2.6	ABC	3	memberikan
kebijakan <nsubj mendapatkan >obj dukungan	kebijakan	mendapatkan	dukungan	3	2.6	ABC	3	mendapatkan
kebijakan <nsubj mengganggu >obj produk	kebijakan	mengganggu	produk	3	2.6	ABC	3	mengganggu
kebijakan <nsubj menimbulkan >obj kekhawatiran	kebijakan	menimbulkan	kekhawatiran	3	2.6	ABC	3	menimbulkan
kebijakan <nsubj menjadi >obj faktor	kebijakan	menjadi	faktor	3	2.6	ABC	3	menjadi
kebijakan <nsubj menjadi >obj solusi	kebijakan	menjadi	solusi	3	2.6	ABC	3	menjadi
kebijakan <nsubj menuai >obj kritik	kebijakan	menuai	kritik	3	2.6	ABC	3	menuai
kecelakaan <nsubj menjadi >obj pelajaran	kecelakaan	menjadi	pelajaran	3	2.6	ABC	3	menjadi
kejadian <nsubj memberikan >obj pelajaran	kejadian	memberikan	pelajaran	3	2.6	ABC	3	memberikan
keluarga <nsubj diberikan >obj kekuatan	keluarga	diberikan	kekuatan	3	2.6	ABC	3	diberikan
kemenangan <nsubj merupakan >obj kemenangan	kemenangan	merupakan	kemenangan	3	2.6	ABC	3	merupakan
kendaraan <nsubj menjadi >obj penyebab	kendaraan	menjadi	penyebab	3	2.6	ABC	3	menjadi
korban <nsubj mencapai >obj orang	korban	mencapai	orang	3	2.6	ABC	3	mencapai
masyarakat <nsubj mematuhi >obj protokol	masyarakat	mematuhi	protokol	3	2.6	ABC	3	mematuhi
masyarakat <nsubj mendukung >obj pelaksanaan	masyarakat	mendukung	pelaksanaan	3	2.6	ABC	3	mendukung
masyarakat <nsubj merasa >obj kesulitan	masyarakat	merasa	kesulitan	3	2.6	ABC	3	merasa
masyarakat <nsubj merayakan >obj hari	masyarakat	merayakan	hari	3	2.6	ABC	3	merayakan
narkoba <nsubj merusak >obj masa	narkoba	merusak	masa	3	2.6	ABC	3	merusak
neraca <nsubj mengalami >obj defisit	neraca	mengalami	defisit	3	2.6	ABC	3	mengalami
nilai <nsubj mengalami >obj penurunan	nilai	mengalami	penurunan	3	2.6	ABC	3	mengalami
operasi <nsubj merupakan >obj hasil	operasi	merupakan	hasil	3	2.6	ABC	3	merupakan
orang <nsubj mengalami >obj luka	orang	mengalami	luka	3	2.6	ABC	3	mengalami
pasangan <nsubj mendapatkan >obj dukungan	pasangan	mendapatkan	dukungan	3	2.6	ABC	3	mendapatkan
pasangan <nsubj menyelesaikan >obj persyaratan	pasangan	menyelesaikan	persyaratan	3	2.6	ABC	3	menyelesaikan
pegawai <nsubj memiliki >obj sikap	pegawai	memiliki	sikap	3	2.6	ABC	3	memiliki
pemain <nsubj menunjukkan >obj performa	pemain	menunjukkan	performa	3	2.6	ABC	3	menunjukkan
pemerintah <nsubj melakukan >obj evaluasi	pemerintah	melakukan	evaluasi	3	2.6	ABC	3	melakukan
pemerintah <nsubj memberikan >obj bantuan	pemerintah	memberikan	bantuan	3	2.6	ABC	3	memberikan
pemerintah <nsubj memperketat >obj pengawasan	pemerintah	memperketat	pengawasan	3	2.6	ABC	3	memperketat
pemerintah <nsubj mempertahankan >obj kebijakan	pemerintah	mempertahankan	kebijakan	3	2.6	ABC	3	mempertahankan
pemerintah <nsubj meningkatkan >obj kualitas	pemerintah	meningkatkan	kualitas	3	2.6	ABC	3	meningkatkan
pemerintah <nsubj meningkatkan >obj pengawasan	pemerintah	meningkatkan	pengawasan	3	2.6	ABC	3	meningkatkan
pemerintah <nsubj meningkatkan >obj pengelolaan	pemerintah	meningkatkan	pengelolaan	3	2.6	ABC	3	meningkatkan
pemerintah <nsubj turun >obj tangan	pemerintah	turun	tangan	3	2.6	ABC	3	turun
pengguna <nsubj menghemat >obj kuota	pengguna	menghemat	kuota	3	2.6	ABC	3	menghemat
pengunjung <nsubj menerapkan >obj protokol	pengunjung	menerapkan	protokol	3	2.6	ABC	3	menerapkan
penjualan <nsubj mencapai >obj unit	penjualan	mencapai	unit	3	2.6	ABC	3	mencapai
perbedaan <nsubj menjadi >obj penghalang	perbedaan	menjadi	penghalang	3	2.6	ABC	3	menjadi
permintaan <nsubj mengalami >obj penurunan	permintaan	mengalami	penurunan	3	2.6	ABC	3	mengalami
pernyataan <nsubj merupakan >obj bentuk	pernyataan	merupakan	bentuk	3	2.6	ABC	3	merupakan
persiapan <nsubj memasuki >obj tahap	persiapan	memasuki	tahap	3	2.6	ABC	3	memasuki
pertandingan <nsubj menjadi >obj ajang	pertandingan	menjadi	ajang	3	2.6	ABC	3	menjadi
pertumbuhan <nsubj mencapai >obj persen	pertumbuhan	mencapai	persen	3	2.6	ABC	3	mencapai
perusahaan <nsubj dikenakan >obj sanksi	perusahaan	dikenakan	sanksi	3	2.6	ABC	3	dikenakan
petugas <nsubj melakukan >obj penyelidikan	petugas	melakukan	penyelidikan	3	2.6	ABC	3	melakukan
pihak <nsubj bertanggung >obj jawab	pihak	bertanggung	jawab	3	2.6	ABC	3	bertanggung
pihak <nsubj melakukan >obj koordinasi	pihak	melakukan	koordinasi	3	2.6	ABC	3	melakukan
pihak <nsubj melakukan >obj pengawasan	pihak	melakukan	pengawasan	3	2.6	ABC	3	melakukan
pihak <nsubj melakukan >obj pengecekan	pihak	melakukan	pengecekan	3	2.6	ABC	3	melakukan
pihak <nsubj melakukan >obj upaya	pihak	melakukan	upaya	3	2.6	ABC	3	melakukan
pihak <nsubj memberikan >obj dukungan	pihak	memberikan	dukungan	3	2.6	ABC	3	memberikan
pihak <nsubj memberikan >obj informasi	pihak	memberikan	informasi	3	2.6	ABC	3	memberikan
pihak <nsubj menerima >obj laporan	pihak	menerima	laporan	3	2.6	ABC	3	menerima
pihaknya <nsubj melakukan >obj pemantauan	pihaknya	melakukan	pemantauan	3	2.6	ABC	3	melakukan
pihaknya <nsubj melakukan >obj penyelidikan	pihaknya	melakukan	penyelidikan	3	2.6	ABC	3	melakukan
polisi <nsubj mengumpulkan >obj bukti	polisi	mengumpulkan	bukti	3	2.6	ABC	3	mengumpulkan
pria <nsubj menjadi >obj korban	pria	menjadi	korban	3	2.6	ABC	3	menjadi
rumah <nsubj mengalami >obj kerusakan	rumah	mengalami	kerusakan	3	2.6	ABC	3	mengalami
saksi <nsubj meninggal >obj dunia	saksi	meninggal	dunia	3	2.6	ABC	3	meninggal
tim <nsubj memastikan >obj diri	tim	memastikan	diri	3	2.6	ABC	3	memastikan
tim <nsubj membutuhkan >obj kemenangan	tim	membutuhkan	kemenangan	3	2.6	ABC	3	membutuhkan
tim <nsubj mempersiapkan >obj diri	tim	mempersiapkan	diri	3	2.6	ABC	3	mempersiapkan
timnas <nsubj memiliki >obj potensi	timnas	memiliki	potensi	3	2.6	ABC	3	memiliki
timnas <nsubj menunjukkan >obj performa	timnas	menunjukkan	performa	3	2.6	ABC	3	menunjukkan
timnas <nsubj meraih >obj kemenangan	timnas	meraih	kemenangan	3	2.6	ABC	3	meraih
timnas <nsubj meraih >obj prestasi	timnas	meraih	prestasi	3	2.6	ABC	3	meraih
timnya <nsubj mempersiapkan >obj diri	timnya	mempersiapkan	diri	3	2.6	ABC	3	mempersiapkan
tindakan <nsubj merugikan >obj negara	tindakan	merugikan	negara	3	2.6	ABC	3	merugikan
tingkat <nsubj mencapai >obj persen	tingkat	mencapai	persen	3	2.6	ABC	3	mencapai
tokoh <nsubj menginspirasi >obj anak	tokoh	menginspirasi	anak	3	2.6	ABC	3	menginspirasi
total <nsubj mencapai >obj Rp	total	mencapai	Rp	3	2.6	ABC	3	mencapai
usaha <nsubj membuahkan >obj hasil	usaha	membuahkan	hasil	3	2.6	ABC	3	membuahkan
Acara <nsubj menjadi >obj ajang	Acara	menjadi	ajang	2	1.7	ABC	3	menjadi
Album <nsubj menduduki >obj posisi	Album	menduduki	posisi	2	1.7	ABC	3	menduduki
Band <nsubj meraih >obj penghargaan	Band	meraih	penghargaan	2	1.7	ABC	3	meraih
Bandara <nsubj menjadi >obj tempat	Bandara	menjadi	tempat	2	1.7	ABC	3	menjadi
Buah <nsubj mengandung >obj antioksidan	Buah	mengandung	antioksidan	2	1.7	ABC	3	mengandung
Hal <nsubj membantu >obj anak	Hal	membantu	anak	2	1.7	ABC	3	membantu
Hal <nsubj membawa >obj dampak	Hal	membawa	dampak	2	1.7	ABC	3	membawa
Hal <nsubj memberikan >obj efek	Hal	memberikan	efek	2	1.7	ABC	3	memberikan
Hal <nsubj memberikan >obj keuntungan	Hal	memberikan	keuntungan	2	1.7	ABC	3	memberikan
Hal <nsubj memberikan >obj manfaat	Hal	memberikan	manfaat	2	1.7	ABC	3	memberikan
Hal <nsubj membuat >obj kesulitan	Hal	membuat	kesulitan	2	1.7	ABC	3	membuat
Hal <nsubj membuat >obj orang	Hal	membuat	orang	2	1.7	ABC	3	membuat
Hal <nsubj membuat >obj penumpang	Hal	membuat	penumpang	2	1.7	ABC	3	membuat
Hal <nsubj membuat >obj warga	Hal	membuat	warga	2	1.7	ABC	3	membuat
Hal <nsubj membuka >obj kemungkinan	Hal	membuka	kemungkinan	2	1.7	ABC	3	membuka
Hal <nsubj mencakup >obj peningkatan	Hal	mencakup	peningkatan	2	1.7	ABC	3	mencakup
Hal <nsubj menghemat >obj pengeluaran	Hal	menghemat	pengeluaran	2	1.7	ABC	3	menghemat
Hal <nsubj menimbulkan >obj pro	Hal	menimbulkan	pro	2	1.7	ABC	3	menimbulkan
Hal <nsubj menimbulkan >obj reaksi	Hal	menimbulkan	reaksi	2	1.7	ABC	3	menimbulkan
Hal <nsubj meningkatkan >obj minat	Hal	meningkatkan	minat	2	1.7	ABC	3	meningkatkan
Hal <nsubj menjadi >obj fakta	Hal	menjadi	fakta	2	1.7	ABC	3	menjadi
Hal <nsubj menjadi >obj hal	Hal	menjadi	hal	2	1.7	ABC	3	menjadi
Hal <nsubj menjadi >obj langkah	Hal	menjadi	langkah	2	1.7	ABC	3	menjadi
Hal <nsubj menjadi >obj momentum	Hal	menjadi	momentum	2	1.7	ABC	3	menjadi
Hal <nsubj menjadi >obj nilai	Hal	menjadi	nilai	2	1.7	ABC	3	menjadi
Hal <nsubj menjadi >obj peluang	Hal	menjadi	peluang	2	1.7	ABC	3	menjadi
Hal <nsubj menjadi >obj pembelajaran	Hal	menjadi	pembelajaran	2	1.7	ABC	3	menjadi
Hal <nsubj menjadi >obj penyebab	Hal	menjadi	penyebab	2	1.7	ABC	3	menjadi
Hal <nsubj menjadi >obj topik	Hal	menjadi	topik	2	1.7	ABC	3	menjadi
Hal <nsubj menunjukkan >obj sikap	Hal	menunjukkan	sikap	2	1.7	ABC	3	menunjukkan
Hal <nsubj menyebabkan >obj kebingungan	Hal	menyebabkan	kebingungan	2	1.7	ABC	3	menyebabkan
Hal <nsubj menyebabkan >obj kerugian	Hal	menyebabkan	kerugian	2	1.7	ABC	3	menyebabkan
Hal <nsubj menyebabkan >obj masalah	Hal	menyebabkan	masalah	2	1.7	ABC	3	menyebabkan
Hal <nsubj merugikan >obj bangsa	Hal	merugikan	bangsa	2	1.7	ABC	3	merugikan
Hal <nsubj merupakan >obj hasil	Hal	merupakan	hasil	2	1.7	ABC	3	merupakan
Hal <nsubj merupakan >obj langkah	Hal	merupakan	langkah	2	1.7	ABC	3	merupakan
Hal <nsubj merupakan >obj tanggung	Hal	merupakan	tanggung	2	1.7	ABC	3	merupakan
Hari <nsubj menjadi >obj hari	Hari	menjadi	hari	2	1.7	ABC	3	menjadi
